,id,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,train_or_test
774,774,42, Local-gov,121718, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K,train
775,775,26, Private,214303, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K,train
776,776,40, Private,185145, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,train
777,777,36, Private,85272, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K,train
778,778,44, Private,344060, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K,train
779,779,68, Private,213720, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,train
780,780,26, Private,181666, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K,train
781,781,44, Local-gov,145178, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,38, Jamaica, >50K,train
782,782,26, Private,91683, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K,train
783,783,58, State-gov,48433, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,train
784,784,40, Private,155190, 10th,6, Never-married, Craft-repair, Other-relative, Black, Male,0,0,55, United-States, <=50K,train
785,785,42, Private,173938, HS-grad,9, Separated, Sales, Own-child, White, Female,0,0,40, United-States, <=50K,train
786,786,53, Private,121618, 7th-8th,4, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,train
787,787,58, Private,312131, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,train
788,788,57, Private,176079, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,train
789,789,35, Private,107991, 11th,7, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K,train
790,790,68, Private,107910, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,train
791,791,39, Private,34028, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,48, United-States, <=50K,train
792,792,57, Private,265099, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K,train
793,793,37, Private,161141, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K,train
794,794,39, Private,79331, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K,train
795,795,49, Private,50282, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,3325,0,45, United-States, <=50K,train
796,796,51, Local-gov,101119, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, <=50K,train
797,797,46, Self-emp-inc,98929, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, <=50K,train
798,798,65, Private,207281, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,16, United-States, <=50K,train
799,799,50, Private,88926, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,5178,0,40, United-States, >50K,train
800,800,40, Private,286370, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K,train
801,801,47, Self-emp-not-inc,121124, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, Italy, >50K,train
802,802,71, Self-emp-inc,133821, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K,train
803,803,41, Private,118853, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,train
804,804,31, Private,672412, 11th,7, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K,train
805,805,64, State-gov,201293, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K,train
806,806,30, Private,31985, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K,train
807,807,60, Self-emp-not-inc,131852, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K,train
808,808,41, Private,165309, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,train
809,809,32, Local-gov,286101, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Female,0,0,37, United-States, <=50K,train
810,810,39, Private,179579, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,train
811,811,22, Private,376277, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K,train
812,812,20, Private,236769, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,train
813,813,27, Private,253873, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K,train
814,814,18, Local-gov,153405, 11th,7, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K,train
815,815,29, State-gov,356089, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K,train
816,816,33, Private,105974, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,41, United-States, <=50K,train
817,817,39, Private,505119, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K,train
818,818,41, Private,195897, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K,train
819,819,38, Private,166988, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,train
820,820,50, Self-emp-inc,293196, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K,train
821,821,17, Local-gov,32124, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,9, United-States, <=50K,train
822,822,49, Private,188330, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,train
823,823,52, Private,185407, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,train
824,824,27, Private,377680, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K,train
825,825,48, Private,36503, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,train
826,826,40, Private,29841, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K,train
827,827,61, Private,113544, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,55, United-States, <=50K,train
828,828,18, Private,230875, 11th,7, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K,train
829,829,20, Private,108887, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K,train
830,830,65, Private,195733, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K,train
831,831,37, Private,379522, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K,train
832,832,32, Private,235124, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K,train
833,833,69, Private,473040, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,train
834,834,32, Private,97429, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Canada, <=50K,train
835,835,32, Private,270335, Bachelors,13, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Philippines, >50K,train
836,836,59, State-gov,105363, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,train
837,837,18, Private,120243, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,27, United-States, <=50K,train
838,838,39, State-gov,267581, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K,train
839,839,25, Private,212495, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,1340,40, United-States, <=50K,train
840,840,57, Federal-gov,278763, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,train
841,841,39, Self-emp-inc,329980, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,60, United-States, >50K,train
842,842,28, Local-gov,218990, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,46, United-States, <=50K,train
843,843,50, Private,168212, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,65, United-States, >50K,train
844,844,31, Private,53042, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K,train
845,845,57, Private,346963, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,train
846,846,23, Private,199070, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male,0,0,16, United-States, <=50K,train
847,847,59, Self-emp-inc,125000, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K,train
848,848,74, Self-emp-not-inc,92298, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K,train
849,849,30, Self-emp-not-inc,167990, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,65, United-States, >50K,train
850,850,38, Private,91039, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K,train
851,851,26, Private,44308, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K,train
852,852,44, State-gov,174675, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,train
853,853,19, Private,225775, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K,train
854,854,46, Private,62793, HS-grad,9, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K,train
855,855,25, Private,169990, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,train
856,856,67, Private,105252, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Male,0,2392,40, United-States, >50K,train
857,857,41, Private,113597, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,16, United-States, <=50K,train
858,858,21, State-gov,258490, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K,train
859,859,33, Self-emp-not-inc,312055, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K,train
860,860,54, Self-emp-not-inc,114758, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K,train
861,861,26, State-gov,197156, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K,train
862,862,24, Private,293579, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K,train
863,863,33, Private,155343, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States, >50K,train
864,864,34, Private,238246, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,train
865,865,19, Private,171306, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,3, United-States, <=50K,train
866,866,52, Self-emp-inc,132178, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,train
867,867,41, Private,132222, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,40, United-States, >50K,train
868,868,29, Private,52199, HS-grad,9, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K,train
869,869,40, Private,240124, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,train
870,870,38, Self-emp-inc,112847, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K,train
871,871,37, Private,176900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States, >50K,train
872,872,32, Private,375833, 11th,7, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K,train
873,873,46, Private,105444, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,train
874,874,32, Self-emp-not-inc,197867, Assoc-voc,11, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K,train
875,875,61, Private,120933, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K,train
876,876,45, Private,196584, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,1564,40, United-States, >50K,train
877,877,60, Private,245062, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,train
878,878,22, Private,103440, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K,train
879,879,21, Private,131811, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,train
880,880,47, Self-emp-not-inc,162924, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K,train
881,881,51, Private,167651, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,train
882,882,49, Self-emp-inc,257764, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K,train
883,883,44, State-gov,55076, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K,train
884,884,32, Private,236770, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K,train
885,885,19, Private,356717, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K,train
886,886,47, Private,111797, Some-college,10, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K,train
887,887,35, Private,199352, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,80, United-States, >50K,train
888,888,38, Private,83727, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K,train
889,889,29, Private,54131, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K,train
890,890,37, Private,272950, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,train
891,891,46, Private,563883, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, >50K,train
892,892,22, Private,217421, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K,train
893,893,26, Private,211265, Some-college,10, Married-spouse-absent, Craft-repair, Other-relative, Black, Female,0,0,35, Dominican-Republic, <=50K,train
894,894,48, Federal-gov,33109, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,58, United-States, >50K,train
895,895,26, Self-emp-not-inc,163189, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K,train
896,896,48, Private,146268, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States, >50K,train
897,897,58, Self-emp-not-inc,211547, 12th,8, Divorced, Sales, Not-in-family, White, Female,0,0,52, United-States, <=50K,train
898,898,42, Private,169995, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K,train
899,899,32, Self-emp-not-inc,171091, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,train
900,900,25, Private,302465, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1741,40, United-States, <=50K,train
901,901,37, Private,291251, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,train
902,902,48, Private,329778, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K,train
903,903,17, Private,317681, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K,train
904,904,30, Private,19302, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K,train
905,905,71, Private,269708, Bachelors,13, Divorced, Tech-support, Own-child, White, Female,2329,0,16, United-States, <=50K,train
906,906,23, Private,154373, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K,train
907,907,37, Federal-gov,29054, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States, >50K,train
908,908,35, Private,265954, HS-grad,9, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K,train
909,909,57, State-gov,68830, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K,train
910,910,29, Private,452205, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K,train
911,911,44, Private,198282, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K,train
912,912,59, Local-gov,420537, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,38, United-States, >50K,train
913,913,31, Private,179186, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,90, United-States, >50K,train
914,914,70, Private,30713, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K,train
915,915,44, Federal-gov,239539, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K,train
916,916,59, Private,183606, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,train
917,917,44, Self-emp-not-inc,246862, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Italy, >50K,train
918,918,21, Private,79728, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K,train
919,919,28, Private,89718, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,2202,0,48, United-States, <=50K,train
920,920,41, Private,184102, 11th,7, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,train
921,921,29, Private,247445, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K,train
922,922,28, Private,291374, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K,train
923,923,44, Self-emp-not-inc,230684, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K,train
924,924,26, Local-gov,166295, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,2339,55, United-States, <=50K,train
925,925,41, Self-emp-not-inc,141327, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K,train
926,926,52, Private,284129, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,train
927,927,42, Private,247019, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K,train
928,928,20, Private,51816, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K,train
929,929,20, Private,121313, 10th,6, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K,train
930,930,49, Federal-gov,168232, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,train
931,931,66, Private,263637, 10th,6, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K,train
932,932,34, Private,64830, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K,train
933,933,36, Private,188563, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States, >50K,train
934,934,41, Private,233955, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, China, >50K,train
935,935,33, Private,159322, HS-grad,9, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K,train
936,936,39, Private,128715, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,10520,0,40, United-States, >50K,train
937,937,40, Private,121956, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,13550,0,40, Cambodia, >50K,train
938,938,29, Private,111900, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K,train
939,939,45, Private,339506, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K,train
940,940,50, Self-emp-inc,175339, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,60, United-States, <=50K,train
941,941,66, Private,117778, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,train
942,942,37, Private,280282, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,24, United-States, >50K,train
943,943,23, Private,482082, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,21, Mexico, <=50K,train
944,944,54, Private,212960, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K,train
945,945,49, Private,268090, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,26, United-States, >50K,train
946,946,30, Private,399088, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K,train
947,947,25, Federal-gov,144259, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K,train
948,948,26, Private,314177, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K,train
949,949,31, Private,175548, HS-grad,9, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, United-States, <=50K,train
950,950,31, Private,19302, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,2202,0,38, United-States, <=50K,train
951,951,32, Private,231043, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,48, United-States, >50K,train
952,952,26, Private,310907, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K,train
953,953,25, Private,28520, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,train
954,954,58, Private,131608, Some-college,10, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,train
955,955,45, Private,368561, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K,train
956,956,63, Self-emp-inc,215833, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,train
957,957,76, Self-emp-inc,211453, HS-grad,9, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,2, United-States, <=50K,train
958,958,26, Private,238768, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K,train
959,959,70, Federal-gov,163003, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K,train
960,960,24, Private,353010, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, <=50K,train
961,961,22, Private,355686, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,train
962,962,30, State-gov,169496, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K,train
963,963,42, Self-emp-not-inc,177307, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K,train
964,964,42, Private,70055, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,train
965,965,27, Private,297296, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,train
966,966,39, Private,83893, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,train
967,967,47, Private,198901, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K,train
968,968,37, Private,758700, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3781,0,50, Mexico, <=50K,train
969,969,31, Private,148600, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K,train
970,970,19, Private,172893, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K,train
971,971,66, Private,177351, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2174,40, United-States, >50K,train
972,972,36, State-gov,119272, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K,train
973,973,47, Private,184945, Some-college,10, Separated, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K,train
974,974,37, Private,82521, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K,train
975,975,37, Private,171150, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K,train
976,976,42, Local-gov,126319, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,train
977,977,56, Private,112840, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K,train
978,978,25, Private,345121, 10th,6, Separated, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K,train
979,979,39, Local-gov,153976, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,train
980,980,30, Private,117963, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,train
981,981,63, Self-emp-inc,222289, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,train
982,982,44, Self-emp-inc,320984, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5178,0,60, United-States, >50K,train
983,983,56, Self-emp-not-inc,145574, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,60, United-States, >50K,train
984,984,23, Private,22966, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K,train
985,985,25, Self-emp-not-inc,305449, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K,train
986,986,57, Local-gov,52267, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States, <=50K,train
987,987,40, Local-gov,289403, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,40, United-States, >50K,train
988,988,43, Private,174575, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1564,45, United-States, >50K,train
989,989,57, Private,206206, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,train
990,990,50, Self-emp-inc,160151, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K,train
991,991,23, Private,196827, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, <=50K,train
992,992,62, Self-emp-not-inc,134768, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,train
993,993,47, Private,34248, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K,train
