id,actual,SVM(100),SVM(100W),SVM(500),SVM(500W),Tree(3),Tree(3W),RandForest,RandForest-Bal
7299,True,True,True,True,True,False,False,True,True
7300,True,True,True,True,True,True,True,True,True
7301,True,True,True,True,True,True,True,True,True
7302,True,True,True,True,True,True,True,True,True
7303,True,True,True,True,True,True,True,True,True
7304,True,True,True,True,True,True,True,True,True
7305,True,True,True,True,True,True,True,True,True
7306,True,True,True,True,True,True,True,True,True
7307,True,True,True,True,True,True,True,True,True
7308,True,True,True,True,True,True,True,True,True
7309,True,True,True,True,True,True,True,True,True
7310,True,True,False,True,True,True,False,True,True
7311,True,True,True,True,True,True,True,True,True
7312,True,True,True,True,True,True,True,True,True
7313,True,True,True,True,True,True,True,True,True
7314,True,True,True,True,True,True,False,True,True
7315,True,True,True,True,True,True,True,True,True
7316,True,True,True,True,True,True,True,True,True
7317,True,True,True,True,True,True,False,True,True
7318,True,True,True,True,True,True,True,True,True
7319,True,True,True,True,True,True,True,True,True
7320,True,True,True,True,True,True,True,True,True
7321,True,True,True,True,True,True,True,True,True
7322,True,True,True,True,True,True,True,True,True
7323,True,True,True,True,True,True,True,True,True
7324,False,True,True,True,True,True,False,False,False
7325,True,True,True,True,True,True,True,True,True
7326,True,True,True,True,True,True,True,True,True
7327,True,True,True,True,True,True,False,True,True
7328,True,True,True,True,True,True,False,True,True
7329,False,True,False,False,True,True,True,True,False
7330,True,True,False,True,True,False,False,True,True
7331,True,True,True,True,True,True,True,True,True
7332,True,True,True,True,True,True,True,True,True
7333,True,True,True,True,True,False,False,True,True
7334,True,True,False,False,False,True,True,True,True
7335,True,True,False,True,True,True,False,True,True
7336,True,True,True,True,True,True,True,True,True
7337,True,True,True,True,True,True,True,True,True
7338,True,True,True,True,True,True,True,True,True
7339,True,True,True,True,True,True,True,True,True
7340,True,True,True,True,True,True,True,True,True
7341,True,True,False,False,False,True,False,True,True
7342,True,True,False,True,True,True,True,True,True
7343,True,True,True,True,True,True,False,True,True
7344,True,True,True,True,True,True,False,True,True
7345,True,True,True,True,True,True,True,True,True
7346,True,True,True,True,True,True,True,True,True
7347,True,True,True,True,True,True,False,True,True
7348,True,True,True,True,True,True,False,True,True
7349,True,True,True,True,True,True,True,True,False
7350,True,True,True,True,True,True,True,True,True
7351,True,True,True,True,True,True,True,True,True
7352,True,True,True,True,True,True,True,True,True
7353,True,True,True,True,True,True,True,True,True
7354,True,True,True,True,True,True,True,True,True
7355,True,True,True,True,True,True,True,True,True
7356,True,True,True,True,True,True,True,True,True
7357,True,True,True,True,True,True,True,True,True
7358,True,True,False,False,False,True,False,True,True
7359,True,True,True,True,True,True,True,True,True
7360,True,False,False,False,False,False,False,True,True
7361,True,True,False,True,True,True,True,True,True
7362,True,True,True,True,True,True,True,True,True
7363,True,True,True,True,True,True,True,True,True
7364,False,True,False,True,True,True,True,False,False
7365,True,True,False,False,False,False,False,True,True
7366,True,True,False,True,True,True,False,True,True
7367,True,True,True,True,True,True,False,True,True
7368,True,True,False,False,False,False,False,True,True
7369,True,True,False,False,False,True,True,True,True
7370,True,True,False,True,True,False,False,True,True
7371,True,True,False,True,True,False,False,True,True
7372,True,True,True,True,True,True,False,True,True
7373,False,True,False,True,True,True,False,True,True
7374,True,True,True,True,True,True,True,True,True
7375,True,True,True,True,True,True,True,True,True
7376,True,True,True,True,True,True,True,True,True
7377,True,True,True,True,True,True,False,True,True
7378,True,True,True,True,True,True,True,True,True
7379,True,True,True,True,True,True,False,True,True
7380,True,True,True,True,True,True,True,True,True
7381,True,True,True,True,True,True,False,True,True
7382,True,True,True,True,True,True,False,True,True
7383,False,True,False,True,True,True,False,False,False
7384,True,False,False,False,False,True,True,True,True
7385,True,True,True,True,True,True,False,True,True
7386,True,False,False,False,False,True,True,True,True
7387,True,True,False,False,False,True,False,True,True
7388,True,True,True,True,True,True,True,True,True
7389,True,True,True,True,True,True,True,True,True
7390,True,True,True,True,True,True,True,True,True
7391,True,True,False,False,True,True,True,True,True
7392,True,True,False,True,True,True,True,True,True
7393,True,True,True,True,True,True,True,True,True
7394,True,True,True,True,True,True,True,True,True
7395,True,True,True,True,True,True,True,True,True
7396,True,True,True,True,True,True,True,True,True
7397,True,True,True,True,True,True,True,True,True
7398,True,True,True,True,True,True,True,True,True
7399,True,True,False,False,False,True,True,True,True
7400,True,True,False,False,False,True,True,True,True
7401,True,True,False,False,False,True,True,True,True
7402,True,True,True,True,True,True,True,True,True
7403,True,True,True,True,True,True,True,True,True
7404,True,True,True,True,True,False,False,True,True
7405,True,True,False,True,True,True,False,True,True
7406,True,True,True,True,True,True,True,True,True
7407,True,True,True,True,True,True,False,True,True
7408,True,True,True,True,True,True,False,True,True
7409,True,True,True,True,True,True,True,True,True
7410,True,True,True,True,True,False,False,True,True
7411,True,True,True,True,True,True,True,True,True
7412,True,True,True,True,True,True,True,True,True
7413,True,True,True,True,True,True,False,True,True
7414,True,True,True,True,True,True,True,True,True
7415,True,True,False,True,True,False,False,True,True
7416,True,True,True,True,True,True,True,True,True
7417,True,True,False,True,True,True,False,True,True
7418,True,True,True,True,True,True,False,True,True
7419,True,True,False,False,False,False,False,True,True
7420,True,True,True,True,True,True,True,True,True
7421,True,True,True,True,True,True,True,True,True
7422,True,True,True,True,True,True,True,True,True
7423,True,True,True,True,True,True,True,True,True
7424,True,True,False,True,True,True,True,True,True
7425,True,True,False,True,True,True,True,True,True
7426,True,True,False,False,False,False,False,True,True
7427,True,True,True,True,True,True,True,True,True
7428,True,True,True,True,True,True,True,True,True
7429,False,True,True,True,True,True,False,True,True
7430,True,True,False,True,True,True,False,True,True
7431,True,True,True,True,True,True,True,True,True
7432,True,True,True,True,True,True,False,True,True
7433,True,False,False,False,False,True,False,True,True
7434,True,True,False,True,True,True,True,True,True
7435,True,True,False,True,True,True,True,True,True
7436,True,True,True,True,True,True,False,True,True
7437,True,True,False,False,False,True,True,True,True
7438,True,True,True,True,True,True,False,True,True
7439,True,True,True,True,True,True,True,True,True
7440,True,True,True,True,True,True,True,True,True
7441,True,True,True,True,True,True,True,True,True
7442,True,True,True,True,True,True,True,True,True
7443,True,True,False,False,False,True,False,True,True
7444,True,True,True,True,True,True,True,True,True
7445,True,True,True,True,True,True,True,True,True
7446,True,True,True,True,True,True,True,True,True
7447,True,True,False,True,True,True,False,True,True
7448,True,True,False,True,True,True,False,True,True
7449,True,True,False,True,True,False,False,True,True
7450,True,True,True,True,True,True,False,True,True
7451,True,True,True,True,True,True,True,True,True
7452,True,True,False,True,True,True,True,True,True
7453,True,True,False,True,True,False,False,True,True
7454,True,True,False,True,True,True,True,True,True
7455,True,True,False,True,True,True,True,True,True
7456,True,True,False,True,True,True,True,True,True
7457,True,True,True,True,True,True,False,True,True
7458,True,True,True,True,True,True,True,True,True
7459,True,True,True,True,True,False,False,True,True
7460,True,True,True,True,True,True,True,True,True
7461,True,True,True,True,True,True,True,True,True
7462,False,True,False,False,False,True,False,False,False
7463,False,True,False,True,True,True,True,True,True
7464,True,True,True,True,True,True,False,True,True
7465,True,True,True,True,True,True,True,True,True
7466,True,True,False,True,True,True,True,True,True
7467,True,True,False,False,False,True,False,True,True
7468,True,True,False,True,True,True,True,True,True
7469,True,True,True,True,True,True,True,True,True
7470,True,True,True,True,True,True,True,True,True
7471,True,True,True,True,True,True,True,True,True
7472,True,True,True,True,True,True,False,True,True
7473,True,True,True,True,True,True,True,True,True
7474,True,True,True,True,True,True,True,True,True
7475,True,True,True,True,True,True,True,True,True
7476,True,True,True,True,True,True,True,True,True
7477,True,True,True,True,True,False,False,True,True
7478,True,True,False,False,False,False,False,True,True
7479,True,True,True,True,True,True,True,True,True
7480,True,True,True,True,True,True,True,True,True
7481,True,True,True,True,True,True,True,True,True
7482,True,True,False,True,True,True,True,True,True
7483,True,True,False,False,False,True,True,True,True
7484,True,True,True,True,True,True,False,True,True
7485,True,True,True,True,True,True,False,True,True
7486,True,True,True,True,True,True,True,True,True
7487,True,True,True,True,True,False,False,True,False
7488,True,True,True,True,True,True,True,True,True
7489,True,True,True,True,True,True,True,True,True
7490,True,True,True,True,True,True,False,True,True
7491,True,True,False,False,True,True,False,True,True
7492,True,True,True,True,True,True,True,True,True
7493,True,True,True,True,True,True,True,True,True
7494,False,False,False,False,False,True,False,True,False
7495,False,True,True,True,True,True,True,False,False
7496,True,True,False,True,True,False,False,True,True
7497,True,True,False,True,True,False,False,True,True
7498,True,True,True,True,True,True,False,True,True
7499,True,True,True,True,True,True,True,True,True
7500,True,True,True,True,True,True,True,True,True
7501,False,True,False,True,True,True,True,False,False
7502,True,True,True,True,True,True,False,True,True
7503,True,True,False,True,True,True,False,True,True
7504,True,True,True,True,True,True,True,True,True
7505,True,True,True,True,True,True,True,True,True
7506,False,True,True,True,True,True,True,False,False
7507,True,True,True,True,True,True,False,True,True
7508,True,True,True,True,True,True,False,True,True
7509,True,True,True,True,True,True,True,True,True
7510,True,True,True,True,True,True,True,True,True
7511,False,True,False,True,True,True,False,False,False
7512,True,True,True,True,True,True,True,True,True
7513,True,True,True,True,True,True,True,True,True
7514,True,True,True,True,True,True,False,True,True
7515,True,True,True,True,True,True,True,True,True
7516,True,True,True,True,True,True,False,True,True
7517,True,True,True,True,True,True,False,True,True
7518,True,True,True,True,True,True,False,True,True
7519,True,True,True,True,True,False,True,True,True
7520,True,True,False,False,False,True,True,True,True
7521,False,True,False,True,True,True,False,False,False
7522,True,True,True,True,True,True,True,True,True
7523,True,True,True,True,True,True,True,True,True
7524,False,True,False,True,True,True,False,True,True
7525,True,True,False,True,True,True,True,True,True
7526,True,True,False,False,True,True,True,True,True
7527,True,True,True,True,True,False,False,True,True
7528,True,True,True,True,True,True,True,True,True
7529,True,True,True,True,True,True,True,True,True
7530,False,True,False,False,True,True,False,False,False
7531,True,True,True,True,True,True,True,True,True
7532,True,True,True,True,True,True,True,True,True
7533,True,True,True,True,True,True,True,True,True
7534,True,True,True,True,True,True,True,True,True
7535,False,True,False,False,False,True,False,True,True
7536,True,True,True,True,True,True,True,True,True
7537,True,True,True,True,True,True,True,True,True
7538,True,True,True,True,True,True,True,True,True
7539,True,True,True,True,True,False,False,True,True
7540,True,True,True,True,True,True,True,True,True
7541,True,True,True,True,True,False,False,True,True
7542,True,True,True,True,True,True,True,True,True
7543,True,True,True,True,True,True,True,True,True
7544,True,True,True,True,True,True,True,True,True
7545,True,True,True,True,True,True,True,True,True
7546,True,True,True,True,True,True,False,True,True
7547,True,True,True,True,True,True,False,True,True
7548,True,True,True,True,True,True,True,True,True
7549,False,True,False,True,True,True,True,True,True
7550,True,True,True,True,True,True,True,True,True
7551,True,True,False,False,True,True,False,True,True
7552,True,True,True,True,True,True,True,True,True
7553,True,True,True,True,True,True,True,True,True
7554,True,True,True,True,True,True,True,True,True
7555,True,True,True,True,True,True,True,True,True
7556,True,True,True,True,True,True,False,True,True
7557,True,True,True,True,True,True,False,True,True
7558,True,True,True,True,True,True,True,True,True
7559,True,True,True,True,True,True,True,True,True
7560,True,True,True,True,True,True,True,True,True
7561,True,True,True,True,True,True,False,True,True
7562,True,True,True,True,True,True,True,True,True
7563,True,True,True,True,True,False,False,True,True
7564,True,True,False,False,False,True,True,True,True
7565,True,True,True,True,True,True,True,True,True
7566,True,True,False,True,True,False,False,True,True
7567,True,True,False,True,True,False,False,True,True
7568,True,True,True,True,True,True,True,True,True
7569,True,True,True,True,True,True,True,True,True
7570,False,True,False,False,False,False,True,True,True
7571,False,True,False,False,False,False,True,False,False
7572,True,True,False,True,True,True,True,True,True
7573,False,True,True,True,True,True,True,True,True
7574,True,True,True,True,True,True,True,True,True
7575,True,True,True,True,True,True,True,True,True
7576,True,True,True,True,True,True,True,True,True
7577,True,True,True,True,True,True,True,True,True
7578,True,True,True,True,True,True,False,True,True
7579,True,True,True,True,True,True,False,True,True
7580,True,True,True,True,True,True,True,True,True
7581,True,True,True,True,True,True,False,True,True
7582,True,True,True,True,True,True,True,True,True
7583,True,True,True,True,True,True,True,True,True
7584,True,True,True,True,True,True,True,True,True
7585,True,True,True,True,True,True,True,True,True
7586,True,True,True,True,True,True,True,True,True
7587,True,True,True,True,True,False,False,True,True
7588,True,True,True,True,True,True,True,True,True
7589,True,True,False,True,True,True,True,True,True
7590,True,True,True,True,True,True,True,True,True
7591,True,True,True,True,True,True,True,True,True
7592,True,True,True,True,True,True,True,True,True
7593,True,True,True,True,True,True,True,True,True
7594,True,True,True,True,True,True,True,True,True
7595,True,True,True,True,True,False,True,True,True
7596,True,True,True,True,True,True,False,True,True
7597,True,True,True,True,True,True,True,True,True
7598,True,True,False,True,True,True,True,True,True
7599,True,True,True,True,True,True,True,True,True
7600,True,True,True,True,True,True,False,True,True
7601,False,True,False,False,True,True,True,False,False
7602,True,True,False,True,True,True,False,True,True
7603,True,True,False,True,True,True,True,True,True
7604,True,True,True,True,True,True,True,True,True
7605,True,True,True,True,True,True,True,True,True
7606,False,True,True,True,True,True,True,False,False
7607,False,True,False,True,True,True,False,False,False
7608,True,True,True,True,True,True,True,True,True
7609,True,True,True,True,True,True,True,True,True
7610,True,True,True,True,True,True,True,True,True
7611,True,True,True,True,True,True,True,True,True
7612,True,True,False,True,True,False,False,True,True
7613,True,True,False,False,True,True,False,True,True
7614,True,True,True,True,True,True,True,True,True
7615,True,True,True,True,True,True,True,True,True
7616,True,True,True,True,True,False,True,True,True
7617,True,True,True,True,True,False,True,True,True
7618,True,True,True,True,True,False,True,True,True
7619,True,True,True,True,True,True,True,True,True
7620,True,True,True,True,True,True,True,True,True
7621,True,False,False,False,False,True,True,True,True
7622,True,True,True,True,True,True,False,True,True
7623,True,True,True,True,True,True,True,True,True
7624,True,True,True,True,True,True,True,True,True
7625,True,True,True,True,True,True,True,True,True
7626,False,True,False,False,True,True,False,False,False
7627,True,True,True,True,True,True,False,True,True
7628,True,True,True,True,True,True,False,True,True
7629,False,True,True,True,True,True,True,False,True
7630,False,True,False,False,False,True,False,True,True
7631,True,False,False,False,False,True,False,True,True
7632,True,True,True,True,True,True,False,True,True
7633,True,True,True,True,True,True,True,True,True
7634,True,True,True,True,True,True,True,True,True
7635,True,True,False,True,True,True,True,True,True
7636,True,True,True,True,True,True,False,True,True
7637,True,True,True,True,True,True,True,True,True
7638,True,True,True,True,True,True,True,True,True
7639,False,True,True,True,True,True,True,True,True
7640,True,False,False,False,False,True,False,True,True
7641,True,True,False,True,True,True,True,True,True
7642,True,True,True,True,True,True,False,True,True
7643,True,True,True,True,True,True,False,True,True
7644,True,True,True,True,True,True,True,True,True
7645,True,True,False,False,False,True,False,True,True
7646,True,True,True,True,True,True,False,True,True
7647,True,True,True,True,True,True,False,True,True
7648,False,True,True,True,True,True,True,False,False
7649,True,True,True,True,True,True,False,True,True
7650,True,True,True,True,True,True,False,True,True
7651,True,True,True,True,True,True,False,True,True
7652,False,True,False,True,True,False,False,False,True
7653,True,True,True,True,True,True,False,True,True
7654,True,True,True,True,True,True,False,True,True
7655,True,True,False,True,True,True,True,True,True
7656,False,False,False,False,False,True,False,True,True
7657,False,False,False,False,False,True,False,False,False
7658,False,True,False,False,False,True,True,False,True
7659,False,True,False,True,True,True,True,True,True
7660,False,True,True,True,True,True,True,True,True
7661,False,True,True,True,True,True,True,True,True
7662,True,True,True,True,True,True,True,True,True
7663,False,True,True,True,True,True,True,True,True
7664,True,True,True,True,True,True,False,True,True
7665,False,True,False,False,False,True,True,False,False
7666,True,True,True,True,True,True,True,True,True
7667,True,True,True,True,True,True,False,True,True
7668,True,True,True,True,True,True,False,True,True
7669,True,True,True,True,True,True,False,True,True
7670,True,True,True,True,True,False,True,True,True
7671,True,True,True,True,True,True,False,True,True
7672,True,True,True,True,True,True,True,True,True
7673,True,True,True,True,True,True,True,True,True
7674,True,True,True,True,True,True,False,True,True
7675,True,True,True,True,True,True,False,True,True
7676,True,True,True,True,True,True,True,True,True
7677,True,True,False,False,True,True,False,True,True
7678,True,True,False,False,False,True,False,True,True
7679,True,False,False,False,False,True,False,True,True
7680,True,True,True,True,True,True,True,True,True
7681,True,False,False,False,False,True,True,True,True
7682,True,False,False,False,False,True,True,True,True
7683,True,True,True,True,True,True,False,True,True
7684,True,True,True,True,True,True,False,True,True
7685,True,True,True,True,True,True,True,True,True
7686,True,True,True,True,True,True,True,True,True
7687,True,True,True,True,True,True,True,True,True
7688,True,True,True,True,True,True,True,True,True
7689,False,True,False,False,False,True,True,True,True
7690,True,True,False,True,True,True,False,True,True
7691,True,True,True,True,True,True,True,True,True
7692,True,True,True,True,True,True,False,True,True
7693,True,True,True,True,True,True,False,True,True
7694,True,True,True,True,True,True,True,True,True
7695,True,True,True,True,True,True,True,True,True
7696,True,True,False,False,False,True,True,True,True
7697,True,True,True,True,True,True,False,True,True
7698,True,True,True,True,True,False,False,True,True
7699,True,True,True,True,True,True,True,True,True
7700,True,True,True,True,True,True,False,True,True
7701,True,True,False,False,False,True,True,True,True
7702,True,True,True,True,True,True,True,True,True
7703,True,True,False,True,True,True,False,True,True
7704,True,True,True,True,True,True,False,True,True
7705,True,True,True,True,True,True,True,True,True
7706,False,True,True,True,True,True,True,True,True
7707,True,True,True,True,True,True,True,True,True
7708,True,True,True,True,True,True,True,True,True
7709,True,True,True,True,True,True,True,True,True
7710,True,True,True,True,True,True,False,True,True
7711,True,True,True,True,True,True,True,True,True
7712,True,True,False,False,False,False,False,True,True
7713,True,True,False,True,True,True,False,True,True
7714,True,True,False,True,True,True,False,True,True
7715,True,True,True,True,True,True,True,True,True
7716,True,True,True,True,True,True,False,True,True
7717,True,True,True,True,True,True,False,False,True
7718,True,False,False,False,False,True,True,True,True
7719,True,True,True,True,True,True,False,True,True
7720,True,True,False,False,False,True,True,True,True
7721,True,True,True,True,True,True,False,True,True
7722,True,True,True,True,True,True,True,True,True
7723,True,True,True,True,True,True,True,True,True
7724,True,True,True,True,True,True,True,True,True
7725,True,True,True,True,True,True,True,True,True
7726,True,True,True,True,True,True,True,True,True
7727,True,True,True,True,True,False,False,True,True
7728,True,True,False,False,False,True,True,True,True
7729,True,True,True,True,True,True,True,True,True
7730,True,True,False,False,True,True,True,True,True
7731,True,True,True,True,True,True,False,True,True
7732,True,True,True,True,True,True,True,True,True
7733,True,True,True,True,True,True,True,True,True
7734,True,True,True,True,True,True,True,True,True
7735,True,True,True,True,True,False,True,True,True
7736,True,True,False,True,True,True,True,True,True
7737,True,True,True,True,True,True,True,True,True
7738,True,True,True,True,True,True,True,True,True
7739,True,True,True,True,True,True,True,True,True
7740,True,False,False,False,False,True,False,True,True
7741,False,False,False,False,False,True,True,True,True
7742,True,True,True,True,True,True,True,True,True
7743,True,True,True,True,True,True,False,True,True
7744,True,True,True,True,True,True,False,True,True
7745,True,True,False,True,True,False,False,True,True
7746,True,True,True,True,True,True,True,True,True
7747,True,True,True,True,True,True,True,True,True
7748,True,False,False,False,False,False,True,True,True
7749,True,True,True,True,True,True,False,True,True
7750,True,True,True,True,True,True,False,True,True
7751,True,True,False,True,True,True,False,True,True
7752,True,True,False,True,True,True,True,True,True
7753,True,True,False,True,True,True,True,True,True
7754,True,False,False,False,False,True,True,True,True
7755,True,True,False,True,True,True,True,True,True
7756,True,True,True,True,True,True,False,True,True
7757,True,True,True,True,True,True,True,True,True
7758,True,True,True,True,True,False,True,True,True
7759,True,True,True,True,True,True,True,True,True
7760,True,True,True,True,True,True,True,True,True
7761,True,True,False,True,True,True,False,True,True
7762,True,True,True,True,True,True,True,True,True
7763,True,True,True,True,True,True,False,True,True
7764,True,True,True,True,True,True,True,True,True
7765,True,True,True,True,True,True,True,True,True
7766,True,True,True,True,True,True,False,True,True
7767,True,True,True,True,True,True,True,True,True
7768,True,True,True,True,True,True,True,True,True
7769,True,True,True,True,True,True,True,True,True
7770,True,True,True,True,True,True,True,True,True
7771,False,True,True,True,True,True,True,True,True
7772,True,True,True,True,True,True,True,True,True
7773,True,True,True,True,True,True,True,True,True
7774,True,True,True,True,True,True,True,True,True
7775,False,True,True,True,True,True,True,True,True
7776,True,True,True,True,True,True,True,True,True
7777,True,True,False,True,True,True,True,True,True
7778,True,True,True,True,True,True,True,True,True
7779,True,True,True,True,True,True,True,True,True
7780,True,True,True,True,True,True,True,True,True
7781,True,True,True,True,True,True,True,True,True
7782,True,True,True,True,True,True,True,True,True
7783,True,True,False,False,False,True,False,True,True
7784,True,True,True,True,True,True,True,True,True
7785,False,True,False,False,False,True,True,False,False
7786,True,True,True,True,True,True,True,True,True
7787,True,True,True,True,True,True,True,True,True
7788,True,True,True,True,True,True,True,True,True
7789,True,True,True,True,True,True,True,True,True
7790,False,True,True,True,True,True,False,True,True
7791,True,True,True,True,True,True,True,True,True
7792,True,True,False,True,True,True,False,True,True
7793,True,True,False,True,True,True,False,True,True
7794,True,True,False,True,True,True,False,True,True
7795,True,True,True,True,True,True,False,True,True
7796,True,True,True,True,True,True,True,True,True
7797,True,True,True,True,True,True,True,True,True
7798,False,True,False,True,True,True,False,True,True
7799,True,True,True,True,True,True,True,True,True
7800,True,True,True,True,True,True,False,True,True
7801,True,True,True,True,True,False,False,True,True
7802,True,True,True,True,True,True,True,True,True
7803,True,True,True,True,True,True,True,True,True
7804,True,True,False,False,True,True,True,True,True
7805,True,True,True,True,True,True,True,True,True
7806,True,True,True,True,True,True,True,True,True
7807,True,True,True,True,True,True,True,True,True
7808,True,True,True,True,True,False,False,True,True
7809,True,True,True,True,True,True,True,True,True
7810,False,True,False,True,True,False,False,False,False
7811,True,True,True,True,True,True,True,True,True
7812,True,True,True,True,True,True,True,True,True
7813,True,True,True,True,True,True,True,True,True
7814,True,True,True,True,True,False,False,True,True
7815,True,True,True,True,True,True,False,True,True
7816,True,True,True,True,True,True,True,True,True
7817,True,True,True,True,True,True,True,True,True
7818,True,True,True,True,True,True,False,True,True
7819,True,True,False,False,False,True,True,True,True
7820,True,True,False,True,True,True,True,True,True
7821,True,True,True,True,True,True,False,True,True
7822,True,True,False,True,True,True,True,True,True
7823,True,True,True,True,True,True,True,True,True
7824,True,True,True,True,True,True,True,True,True
7825,True,True,False,True,True,True,True,True,True
7826,True,True,True,True,True,True,True,True,True
7827,True,True,True,True,True,True,True,True,True
7828,True,True,True,True,True,True,True,True,True
7829,True,True,True,True,True,True,True,True,True
7830,True,True,False,True,True,True,False,True,True
7831,True,True,False,True,True,True,False,True,True
7832,True,True,True,True,True,True,False,True,True
7833,True,True,True,True,True,True,False,True,True
7834,True,True,True,True,True,True,False,True,True
7835,True,True,True,True,True,True,False,True,True
7836,True,True,True,True,True,True,False,True,True
7837,True,True,True,True,True,True,True,True,True
7838,True,True,True,True,True,True,True,True,True
7839,True,True,True,True,True,True,True,True,True
7840,True,True,True,True,True,True,True,True,True
7841,True,True,True,True,True,True,False,True,True
7842,True,True,True,True,True,True,True,True,True
7843,True,True,True,True,True,True,True,True,True
7844,True,True,True,True,True,True,True,True,True
7845,True,True,True,True,True,True,False,True,True
7846,True,True,True,True,True,True,True,True,True
7847,True,True,True,True,True,True,False,True,True
7848,True,True,True,True,True,True,False,True,True
7849,True,True,True,True,True,True,True,True,True
7850,False,True,True,True,True,True,True,True,True
7851,False,True,True,True,True,True,True,True,True
7852,True,True,True,True,True,True,False,True,True
7853,True,True,True,True,True,True,True,True,True
7854,True,True,True,True,True,True,False,True,True
7855,True,True,True,True,True,True,False,True,True
7856,True,True,True,True,True,True,True,True,True
7857,True,True,True,True,True,True,True,True,True
7858,True,True,True,True,True,True,True,True,True
7859,True,True,True,True,True,True,True,True,True
7860,True,True,True,True,True,True,True,True,True
7861,True,True,True,True,True,True,True,True,True
7862,True,True,True,True,True,True,True,True,True
7863,True,True,True,True,True,True,True,True,True
7864,True,True,True,True,True,True,True,True,True
7865,True,True,True,True,True,True,False,True,True
7866,True,True,True,True,True,True,False,True,True
7867,True,True,True,True,True,True,True,True,True
7868,True,True,True,True,True,True,True,True,True
7869,True,True,True,True,True,True,True,True,True
7870,True,True,True,True,True,True,True,True,True
7871,True,True,False,True,True,True,True,True,True
7872,True,True,False,True,True,True,False,True,True
7873,True,True,False,True,True,True,False,True,True
7874,True,True,True,True,True,True,True,True,True
7875,True,True,True,True,True,True,True,True,True
7876,True,True,True,True,True,True,True,True,True
7877,True,True,True,True,True,True,False,True,True
7878,True,True,True,True,True,True,True,True,True
7879,True,True,True,True,True,True,False,True,True
7880,True,True,True,True,True,True,True,True,True
7881,True,True,True,True,True,True,False,True,True
7882,True,True,True,True,True,True,True,True,True
7883,True,True,True,True,True,True,False,True,True
7884,True,True,True,True,True,True,True,True,True
7885,True,True,False,True,True,False,False,True,True
7886,True,True,True,True,True,True,True,True,True
7887,True,True,True,True,True,True,True,True,True
7888,True,True,True,True,True,True,True,True,True
7889,False,False,False,False,False,False,False,False,False
7890,True,True,True,True,True,True,True,True,True
7891,True,True,True,True,True,True,True,True,True
7892,True,True,True,True,True,True,True,True,True
7893,True,True,True,True,True,True,True,True,True
7894,False,False,False,False,False,False,False,False,True
7895,True,True,True,True,True,True,False,True,True
7896,True,True,True,True,True,True,True,True,True
7897,True,True,True,True,True,True,False,True,True
7898,True,True,True,True,True,True,False,True,True
7899,True,True,True,True,True,True,False,True,True
7900,True,True,True,True,True,True,True,True,True
7901,True,True,True,True,True,True,True,True,True
7902,True,True,True,True,True,False,True,True,True
7903,False,True,True,True,True,True,True,True,True
7904,False,True,False,True,True,False,False,True,True
7905,False,True,True,True,True,True,True,True,True
7906,True,True,True,True,True,True,True,True,True
7907,False,True,True,True,True,True,False,True,False
7908,False,True,True,True,True,False,False,False,False
7909,True,True,True,True,True,True,False,True,True
7910,True,True,True,True,True,True,False,True,True
7911,False,True,False,False,False,True,True,True,True
7912,True,True,True,True,True,True,True,True,True
7913,True,True,True,True,True,True,False,True,True
7914,True,True,True,True,True,True,False,True,True
7915,True,True,True,True,True,True,False,True,True
7916,True,True,True,True,True,True,True,True,True
7917,True,True,True,True,True,True,True,True,True
7918,True,True,False,False,False,True,True,True,True
7919,True,True,False,False,False,True,True,True,True
7920,True,True,False,False,False,False,False,True,True
7921,True,True,True,True,True,True,True,True,True
7922,True,True,True,True,True,True,True,True,True
7923,True,True,False,False,True,True,False,True,True
7924,True,True,True,True,True,True,True,True,True
7925,True,True,False,False,False,True,True,True,True
7926,True,True,True,True,True,True,True,True,True
7927,True,True,True,True,True,True,False,True,True
7928,True,True,True,True,True,True,True,True,True
7929,True,True,False,True,True,True,False,True,True
7930,True,True,True,True,True,True,True,True,True
7931,True,True,True,True,True,True,False,True,True
7932,True,True,True,True,True,True,True,True,True
7933,True,True,True,True,True,True,True,True,True
7934,True,True,True,True,True,True,True,True,True
7935,True,True,True,True,True,True,True,True,True
7936,True,True,True,True,True,False,False,True,True
7937,False,False,False,False,False,True,True,False,False
7938,True,False,False,False,False,True,True,True,True
7939,True,True,True,True,True,True,True,True,True
7940,False,True,False,True,True,True,False,False,False
7941,False,True,False,True,True,True,True,False,False
7942,True,True,True,True,True,True,True,True,True
7943,True,True,True,True,True,True,True,True,True
7944,True,True,True,True,True,True,True,True,True
7945,True,True,True,True,True,True,True,True,True
7946,True,True,True,True,True,True,True,True,True
7947,True,True,True,True,True,True,True,True,True
7948,True,True,False,True,True,True,False,True,True
7949,True,True,True,True,True,True,False,True,True
7950,True,True,False,True,True,True,True,True,True
7951,True,True,True,True,True,True,True,True,True
7952,True,True,True,True,True,True,True,True,True
7953,True,True,True,True,True,True,True,True,True
7954,True,True,True,True,True,True,True,True,True
7955,True,True,True,True,True,True,True,True,True
7956,True,True,True,True,True,True,True,True,True
7957,True,True,True,True,True,True,True,True,True
7958,True,True,True,True,True,True,False,True,True
7959,True,True,True,True,True,True,True,True,True
7960,True,True,True,True,True,False,False,True,True
7961,True,True,True,True,True,True,True,True,True
