id,actual,clean,mode,smart
2632,p,p,p,p
2633,e,e,p,p
2634,e,e,p,e
2635,p,p,p,p
2636,p,p,p,p
2637,p,p,p,p
2638,p,p,p,p
2639,p,p,p,p
2640,p,p,p,e
2641,p,p,p,p
2642,e,e,e,e
2643,p,e,e,e
2644,e,e,e,e
2645,p,e,p,p
2646,e,e,p,e
2647,p,p,p,p
2648,e,e,e,e
2649,p,p,p,p
2650,p,e,e,e
2651,p,p,p,p
2652,p,p,p,p
2653,p,p,e,p
2654,e,e,e,e
2655,e,e,e,e
2656,e,e,e,e
2657,p,p,p,p
2658,e,p,p,p
2659,e,e,e,e
2660,p,p,p,p
2661,e,e,e,e
2662,e,e,p,e
2663,p,e,e,e
2664,p,p,p,p
2665,p,p,p,p
2666,p,p,p,p
2667,e,e,e,e
2668,e,e,e,e
2669,e,e,e,e
2670,p,p,e,p
2671,p,e,e,e
2672,e,e,p,e
2673,e,e,e,e
2674,e,e,e,e
2675,e,e,e,e
2676,e,e,e,e
2677,e,e,e,e
2678,e,e,e,e
2679,e,e,e,e
2680,e,e,e,e
2681,p,p,p,p
2682,p,p,p,p
2683,p,p,p,e
2684,e,e,e,e
2685,e,e,e,e
2686,e,e,e,e
2687,p,p,p,p
2688,e,e,e,e
2689,p,e,e,p
2690,p,p,p,p
2691,e,e,e,e
2692,p,p,p,p
2693,p,p,p,p
2694,p,p,p,p
2695,e,e,e,e
2696,e,e,e,e
2697,e,e,e,e
2698,e,e,e,e
2699,e,e,e,e
2700,e,e,p,e
2701,e,e,p,e
2702,e,e,e,e
2703,e,e,e,e
2704,e,e,e,e
2705,e,p,p,p
2706,p,p,p,p
2707,p,p,p,p
2708,e,e,e,e
2709,e,e,e,e
2710,e,e,e,e
2711,e,e,p,e
2712,e,e,e,e
2713,p,p,p,p
2714,e,e,p,e
2715,p,p,p,p
2716,e,e,e,e
2717,p,p,p,p
2718,e,e,e,e
2719,p,p,p,p
2720,e,e,e,e
2721,p,p,p,p
2722,e,e,e,e
2723,p,p,p,p
2724,p,e,e,e
2725,e,e,e,e
2726,e,e,e,e
2727,e,e,e,e
2728,p,p,p,p
2729,e,e,e,e
2730,e,e,e,e
2731,e,p,p,p
2732,p,p,p,p
2733,e,e,e,e
2734,p,p,p,p
2735,e,e,e,e
2736,e,e,e,e
2737,e,e,e,e
2738,e,e,e,e
2739,p,p,p,p
2740,p,p,e,p
2741,e,e,e,e
2742,p,e,e,p
2743,p,p,p,p
2744,p,p,p,p
2745,e,e,p,e
2746,e,p,p,p
2747,p,p,p,p
2748,p,p,p,p
2749,e,e,e,e
2750,e,e,e,e
2751,e,e,e,e
2752,e,e,e,e
2753,p,p,p,p
2754,p,p,p,e
2755,e,e,e,e
2756,e,e,e,e
2757,p,p,p,p
2758,e,e,e,e
2759,e,e,e,e
2760,e,p,p,p
2761,e,e,e,e
2762,p,p,e,p
2763,p,p,p,p
2764,e,e,e,e
2765,p,e,e,e
2766,p,e,e,e
2767,p,p,p,p
2768,e,e,e,e
2769,e,e,e,e
2770,e,e,e,e
2771,e,e,e,e
2772,e,e,e,e
2773,e,e,e,e
2774,p,p,p,p
2775,e,e,e,e
2776,e,e,e,e
2777,p,p,p,e
2778,e,e,e,e
2779,p,p,p,p
2780,p,p,p,e
2781,e,e,p,e
2782,p,e,e,e
2783,e,e,e,e
2784,e,e,e,e
2785,e,e,e,e
2786,e,e,e,e
2787,p,p,p,p
2788,p,e,e,e
2789,p,p,p,p
2790,e,e,e,e
2791,e,e,e,e
2792,e,e,e,e
2793,p,p,p,p
2794,p,p,e,p
2795,e,e,e,e
2796,p,p,p,p
2797,p,p,p,p
2798,e,e,e,e
2799,e,e,e,e
2800,e,e,e,e
2801,p,p,p,p
2802,p,p,p,p
2803,p,p,p,p
2804,e,e,e,e
2805,e,e,e,e
2806,e,e,e,e
2807,p,p,p,p
2808,p,p,p,p
2809,e,e,e,e
2810,e,e,e,e
2811,e,e,e,e
2812,p,p,p,e
2813,p,p,p,p
2814,p,p,p,p
2815,e,e,e,e
2816,e,e,e,e
2817,e,e,p,e
2818,e,e,e,e
2819,p,e,e,p
2820,e,e,p,e
2821,e,e,e,e
2822,p,p,e,p
2823,p,e,e,e
2824,p,p,p,p
2825,p,e,e,e
2826,p,p,p,p
2827,e,e,e,e
2828,p,p,p,p
2829,e,e,e,e
2830,e,e,e,e
2831,e,e,e,e
2832,e,e,e,e
2833,e,e,e,e
2834,p,e,e,e
2835,p,p,p,p
2836,p,p,p,p
2837,p,p,e,p
2838,p,p,p,p
2839,p,p,p,e
2840,p,p,p,p
2841,p,p,p,p
2842,e,e,e,e
2843,e,e,e,e
2844,p,p,p,p
2845,e,e,e,e
2846,p,e,e,e
2847,p,p,p,e
2848,p,p,p,p
2849,p,p,e,p
2850,e,e,e,e
2851,e,e,e,e
2852,p,e,e,e
2853,e,e,e,p
2854,e,e,e,e
2855,p,p,p,p
2856,e,e,e,e
2857,e,e,e,e
2858,e,e,e,e
2859,e,e,e,e
2860,e,e,e,p
2861,e,e,e,e
2862,p,e,e,e
2863,p,p,p,p
2864,e,e,e,e
2865,e,e,p,e
2866,p,p,p,p
2867,e,e,e,e
2868,e,e,e,e
2869,p,p,p,p
2870,p,p,p,p
2871,p,p,p,p
2872,e,e,e,e
2873,p,p,p,p
2874,p,p,p,p
2875,e,e,e,e
2876,e,e,p,e
2877,e,e,p,e
2878,p,p,p,p
2879,e,e,p,e
2880,e,e,e,e
2881,p,p,p,p
2882,p,p,p,p
2883,p,e,p,p
2884,e,e,e,e
2885,p,p,p,p
2886,e,e,p,e
2887,p,p,p,p
2888,p,p,p,p
2889,p,p,p,p
2890,p,p,p,p
2891,p,p,p,p
2892,p,e,e,p
2893,p,p,p,p
2894,p,p,p,p
2895,p,p,e,p
2896,p,p,p,p
2897,e,e,e,e
2898,e,e,e,e
2899,e,e,e,e
2900,e,e,e,e
2901,p,p,p,p
2902,p,p,p,p
2903,e,e,e,e
2904,p,p,p,p
2905,e,e,e,e
2906,p,p,p,p
2907,p,p,p,e
2908,e,e,e,e
2909,p,p,p,p
2910,p,e,e,e
2911,p,p,p,p
2912,e,e,e,e
2913,e,e,e,e
2914,p,p,p,p
2915,p,p,p,p
2916,e,e,e,e
2917,e,e,e,e
2918,e,e,e,e
2919,e,e,e,e
2920,p,p,p,p
2921,p,p,p,p
2922,e,e,e,e
2923,p,p,p,e
2924,e,e,e,e
2925,p,p,p,p
2926,p,e,e,p
2927,p,p,p,p
2928,p,p,p,p
2929,p,p,p,p
2930,e,e,e,e
2931,p,p,p,p
2932,e,e,e,e
2933,e,e,p,e
2934,e,e,e,e
2935,p,p,p,p
2936,p,p,p,p
2937,p,p,p,p
2938,p,p,p,p
2939,p,p,p,p
2940,e,e,e,e
2941,e,e,e,e
2942,e,e,e,e
2943,e,e,e,e
2944,p,p,p,e
2945,e,e,e,p
2946,p,p,p,p
2947,e,e,e,e
2948,p,p,p,p
2949,p,p,p,e
2950,e,e,e,e
2951,e,e,e,e
2952,e,e,e,e
2953,e,e,p,e
2954,p,p,p,p
2955,p,p,p,p
2956,e,e,e,e
2957,e,e,e,e
2958,p,p,p,p
2959,e,e,e,e
2960,e,e,e,e
2961,p,p,p,p
2962,e,e,e,e
2963,e,e,e,e
2964,p,p,p,e
2965,e,e,e,e
2966,e,e,e,e
2967,p,p,p,p
2968,p,p,p,p
2969,p,p,p,p
2970,p,p,p,p
2971,p,p,p,p
2972,p,p,p,p
2973,e,e,e,e
2974,e,e,e,e
2975,e,e,e,e
2976,e,e,e,e
2977,e,e,p,p
2978,e,e,e,e
2979,p,p,p,p
2980,e,e,e,e
2981,e,e,e,e
2982,p,e,e,e
2983,e,e,e,e
2984,e,e,e,e
2985,e,e,e,e
2986,e,e,p,p
2987,p,p,p,e
2988,e,e,e,e
2989,e,e,e,p
2990,p,p,p,p
2991,p,p,p,p
2992,e,e,p,e
2993,p,p,p,p
2994,e,e,e,e
2995,e,e,e,e
2996,e,e,e,e
2997,e,e,e,e
2998,e,e,p,e
2999,e,e,e,e
3000,p,p,p,p
3001,p,p,e,p
3002,p,p,p,p
3003,p,p,p,p
3004,e,e,e,e
3005,p,p,p,p
3006,p,e,e,e
3007,p,p,p,p
3008,p,p,p,e
3009,p,p,p,p
3010,e,e,e,e
3011,p,p,p,p
3012,e,e,e,e
3013,e,e,p,e
3014,e,e,e,e
3015,e,e,e,e
3016,e,e,e,e
3017,p,p,p,p
3018,e,e,e,e
3019,p,p,p,p
3020,p,p,p,e
3021,p,p,p,p
3022,e,e,e,e
3023,e,e,e,e
3024,e,e,e,e
3025,e,e,p,e
3026,e,e,e,e
3027,e,e,e,e
3028,p,p,p,p
3029,p,e,e,e
3030,e,e,e,e
3031,e,e,e,e
3032,p,p,p,p
3033,p,p,e,p
3034,e,e,e,e
3035,p,p,p,p
3036,e,e,e,e
3037,e,e,e,e
3038,e,e,e,e
3039,e,e,e,e
3040,e,e,e,e
3041,e,e,e,e
3042,e,e,e,e
3043,e,e,e,e
3044,e,e,e,e
3045,e,e,e,e
3046,e,e,e,e
3047,e,e,e,e
3048,p,e,e,e
3049,e,e,p,e
3050,e,e,e,e
3051,p,p,p,p
3052,p,p,p,p
3053,p,p,p,p
3054,p,e,e,e
3055,p,p,p,p
3056,p,p,p,p
3057,p,p,p,p
3058,e,e,e,e
3059,p,p,p,p
3060,e,e,e,e
3061,p,p,p,p
3062,e,e,e,e
3063,e,e,e,e
3064,p,e,e,p
3065,e,e,e,e
3066,p,e,e,e
3067,e,e,e,e
3068,p,e,e,e
3069,p,e,e,e
3070,e,e,p,e
3071,e,e,p,e
3072,e,e,e,e
3073,e,e,e,e
3074,e,e,p,e
3075,p,p,p,p
3076,p,p,p,e
3077,p,p,p,p
3078,e,e,e,e
3079,e,e,p,e
3080,p,p,p,p
3081,p,p,p,p
3082,e,e,e,e
3083,e,e,p,e
3084,p,p,p,p
3085,e,e,p,e
3086,e,e,e,e
3087,p,p,p,p
3088,e,e,e,e
3089,e,e,e,p
3090,p,p,p,p
3091,e,e,e,e
3092,p,p,p,p
3093,p,p,p,p
3094,e,e,e,e
3095,p,p,p,p
3096,p,e,e,e
3097,e,e,e,e
3098,e,e,p,e
3099,p,p,p,p
3100,e,e,e,e
3101,p,p,p,e
3102,e,e,p,e
3103,p,p,p,p
3104,p,p,p,p
3105,e,e,e,e
3106,p,p,e,p
3107,p,p,p,p
3108,p,p,p,p
3109,p,p,p,e
3110,e,e,e,e
3111,p,p,p,p
3112,p,p,p,p
3113,e,e,e,e
3114,e,e,p,e
3115,e,e,p,e
3116,e,e,p,e
3117,e,e,e,e
3118,e,e,e,e
3119,e,e,e,e
3120,e,e,p,e
3121,p,e,e,e
3122,e,e,e,e
3123,e,e,p,e
3124,p,e,e,e
3125,p,p,p,p
3126,p,p,p,p
3127,e,e,e,e
3128,e,e,e,e
3129,e,e,e,e
3130,e,e,e,e
3131,e,e,e,e
3132,p,p,p,p
3133,e,e,e,e
3134,p,e,e,p
3135,e,e,p,p
3136,p,p,p,p
3137,e,e,e,e
3138,e,e,e,e
3139,p,p,p,p
3140,e,e,e,e
3141,e,e,e,e
3142,p,p,e,p
3143,p,p,p,p
3144,p,p,p,p
3145,p,p,p,p
3146,e,e,e,e
3147,e,e,e,e
3148,e,e,e,e
3149,p,p,p,p
3150,p,p,p,p
3151,e,e,e,p
3152,p,p,p,p
3153,p,p,p,e
3154,e,e,e,e
3155,p,p,p,p
3156,e,e,e,e
3157,p,p,p,p
3158,p,p,p,p
3159,p,p,p,p
3160,p,p,p,p
3161,p,p,p,p
3162,p,p,p,p
3163,e,e,p,e
3164,e,e,e,e
3165,e,e,p,e
3166,e,e,e,e
3167,e,e,e,e
3168,e,e,e,e
3169,e,e,e,e
3170,p,p,p,p
3171,e,e,p,e
3172,e,e,e,e
3173,p,p,p,p
3174,e,e,e,e
3175,p,p,p,p
3176,e,e,e,e
3177,e,e,e,e
3178,e,e,e,e
3179,e,e,e,e
3180,e,e,e,e
3181,p,p,p,p
3182,p,p,p,p
3183,e,e,e,e
3184,p,p,p,p
3185,e,e,p,p
3186,e,e,e,e
3187,p,e,e,e
3188,p,p,p,p
3189,e,e,e,e
3190,e,e,e,e
3191,e,e,e,e
3192,e,e,e,e
3193,e,e,e,e
3194,p,e,e,p
3195,p,p,p,p
3196,e,e,p,p
3197,p,p,p,p
3198,e,e,e,e
3199,e,e,e,e
3200,p,p,p,p
3201,e,e,e,e
3202,p,p,p,p
3203,p,p,p,p
3204,e,e,p,p
3205,p,p,e,p
3206,e,e,e,e
3207,e,e,e,e
3208,p,p,p,p
3209,p,p,p,p
3210,p,p,p,p
3211,e,e,e,e
3212,e,e,e,e
3213,e,e,e,e
3214,p,p,p,p
3215,p,p,p,p
3216,e,e,p,e
3217,p,p,p,p
3218,e,e,e,e
3219,e,e,e,e
3220,e,e,e,e
3221,p,p,p,p
3222,p,p,p,p
3223,e,e,e,e
3224,p,e,e,e
3225,p,e,e,e
3226,e,e,e,e
3227,e,e,e,e
3228,e,e,e,e
3229,p,p,p,p
3230,p,e,e,e
3231,p,p,p,p
3232,e,e,e,e
3233,p,p,e,p
3234,e,e,e,e
3235,e,e,e,e
3236,e,e,p,e
3237,p,p,p,p
3238,p,e,e,e
3239,e,e,e,e
3240,p,p,p,p
3241,p,p,p,p
3242,p,p,p,p
3243,p,p,p,p
3244,e,e,e,e
3245,e,e,p,e
3246,e,e,p,e
3247,p,p,p,p
3248,e,e,e,e
3249,p,p,p,p
3250,p,p,p,p
3251,e,e,e,e
3252,e,e,p,e
3253,p,p,p,p
3254,p,p,p,e
3255,e,e,e,e
3256,e,e,e,e
3257,e,e,e,e
3258,e,e,e,p
3259,p,e,e,e
3260,e,e,e,e
3261,p,p,p,p
3262,e,e,e,e
3263,e,e,e,e
3264,e,e,e,e
3265,e,e,e,p
3266,e,e,e,e
3267,e,e,e,e
3268,e,e,e,e
3269,e,e,e,e
3270,e,e,e,e
3271,p,p,p,p
3272,p,p,p,e
3273,e,e,e,e
3274,e,e,e,e
3275,p,p,p,p
3276,p,p,p,p
3277,p,p,p,p
3278,e,e,e,e
3279,e,e,p,e
3280,p,p,p,p
3281,e,e,e,e
3282,e,e,e,e
3283,p,p,p,p
3284,e,e,e,e
3285,e,e,e,e
3286,p,p,p,p
3287,p,p,p,p
3288,p,p,p,p
3289,e,e,e,e
3290,e,e,e,e
3291,e,e,e,e
3292,p,p,p,p
3293,p,p,p,p
3294,p,p,p,p
3295,e,e,e,e
3296,e,e,e,e
3297,p,e,e,e
3298,e,e,e,e
3299,p,p,p,p
3300,p,e,e,p
3301,p,e,p,e
3302,p,p,e,p
3303,e,e,e,e
3304,e,e,e,e
3305,e,e,e,e
3306,e,e,e,e
3307,e,e,e,e
3308,p,p,p,e
3309,p,p,p,p
3310,p,p,p,p
3311,e,e,e,e
3312,e,e,e,e
3313,e,e,e,e
3314,e,e,e,e
3315,e,e,e,e
3316,e,e,e,e
3317,p,p,p,e
3318,e,e,e,e
3319,e,e,e,e
3320,e,e,e,e
3321,e,e,e,e
3322,e,e,p,e
3323,e,e,e,e
3324,p,p,p,p
3325,e,e,e,e
3326,e,e,p,e
3327,p,p,p,p
3328,p,p,p,p
3329,p,p,p,p
3330,e,e,e,e
3331,e,e,p,e
3332,p,p,p,p
3333,p,p,p,p
3334,e,e,e,e
3335,p,p,p,p
3336,e,e,e,e
3337,e,e,e,e
3338,p,e,e,e
3339,e,e,e,p
3340,p,p,p,p
3341,p,p,p,p
3342,p,e,e,e
3343,p,p,p,e
3344,p,p,p,p
3345,e,e,e,e
3346,p,p,p,e
3347,e,e,e,e
3348,e,e,e,p
3349,p,e,e,e
3350,p,p,p,p
3351,e,e,e,e
3352,p,e,e,p
3353,e,e,e,e
3354,p,p,p,p
3355,e,e,e,e
3356,e,e,e,e
3357,e,e,e,e
3358,p,p,p,p
3359,p,p,p,p
3360,e,e,e,e
3361,p,p,p,p
3362,e,e,e,e
3363,e,e,e,e
3364,p,p,p,p
3365,p,p,p,p
3366,e,e,e,e
3367,e,e,e,e
3368,e,e,e,e
3369,p,e,e,e
3370,e,e,e,e
3371,p,p,p,p
3372,p,p,p,p
3373,p,p,p,p
3374,p,p,e,p
3375,p,p,p,e
3376,e,e,e,e
3377,p,p,p,p
3378,p,p,p,p
3379,e,e,p,e
3380,e,e,e,e
3381,e,e,e,e
3382,p,p,p,e
3383,p,e,p,p
3384,e,e,p,e
3385,p,p,p,p
3386,e,e,e,e
3387,p,p,p,p
3388,e,e,e,p
3389,e,e,p,e
3390,e,e,e,e
3391,e,e,e,e
3392,p,p,p,p
3393,e,e,e,e
3394,e,e,e,e
3395,p,p,p,p
3396,e,e,p,e
3397,e,e,e,e
3398,e,e,p,p
3399,e,p,e,p
3400,p,p,p,p
3401,p,p,p,p
3402,e,e,p,e
3403,p,p,p,p
3404,p,p,p,p
3405,e,e,e,e
3406,e,e,e,e
3407,e,e,e,e
3408,p,p,p,p
3409,p,p,p,p
3410,p,p,p,p
3411,e,e,e,e
3412,e,e,e,e
3413,p,p,p,e
3414,e,e,e,e
3415,p,p,p,p
3416,p,e,e,e
3417,p,p,p,p
3418,e,e,e,p
3419,p,p,p,p
3420,p,e,e,p
3421,p,p,p,p
3422,e,e,e,e
3423,p,p,p,p
3424,e,e,e,e
3425,p,p,e,p
3426,p,p,p,p
3427,p,p,p,p
3428,p,p,p,p
3429,p,e,e,p
3430,p,e,e,e
3431,p,p,p,p
3432,e,e,e,e
3433,p,p,p,p
3434,e,e,e,e
3435,p,p,p,e
3436,e,e,e,e
3437,p,p,p,p
3438,p,p,p,p
3439,p,p,p,p
3440,p,e,e,e
3441,e,e,e,e
3442,e,e,e,e
3443,e,e,e,e
3444,e,e,e,e
3445,e,e,e,e
3446,p,e,e,e
3447,p,p,p,p
3448,p,e,e,e
3449,p,p,p,p
3450,e,e,e,e
3451,e,e,e,e
3452,e,e,e,e
3453,e,e,e,e
3454,p,p,p,p
3455,p,p,p,p
3456,e,e,e,e
3457,e,e,e,e
3458,p,p,p,p
3459,e,e,p,e
3460,e,e,p,e
3461,p,p,p,p
3462,e,e,e,e
3463,e,e,e,e
3464,p,e,e,e
3465,e,e,e,e
3466,p,p,p,p
3467,e,e,e,e
3468,p,p,p,p
3469,p,e,e,e
3470,e,e,e,e
3471,e,e,e,e
3472,p,p,p,p
3473,e,e,e,p
3474,p,p,p,p
3475,p,e,p,p
3476,e,e,e,e
3477,e,e,e,e
3478,e,e,e,e
3479,p,p,p,p
3480,e,e,e,e
3481,p,p,p,p
3482,p,p,p,p
3483,e,e,e,e
3484,e,e,p,e
3485,e,e,p,e
3486,p,p,p,p
3487,e,e,e,e
3488,e,e,e,e
3489,p,e,e,e
3490,p,p,p,p
3491,e,e,p,e
3492,p,p,p,p
3493,p,p,p,p
3494,e,e,p,e
3495,e,e,e,e
3496,e,e,e,e
3497,p,p,p,p
3498,e,e,e,e
3499,p,p,p,p
3500,e,e,e,e
3501,p,p,p,p
3502,e,e,e,e
3503,p,p,p,p
3504,p,p,e,p
3505,e,e,e,e
3506,p,e,e,p
3507,p,p,p,p
3508,p,p,p,p
3509,p,p,p,p
3510,e,e,e,e
3511,e,e,e,e
3512,e,e,e,e
3513,p,p,p,p
3514,e,e,e,e
3515,p,p,p,p
3516,e,e,e,e
3517,e,e,p,e
3518,e,e,e,e
3519,p,p,p,p
3520,p,p,p,p
3521,e,e,p,e
3522,p,e,e,e
3523,e,e,e,e
3524,p,p,p,p
3525,e,e,e,e
3526,e,e,e,e
3527,p,p,p,p
3528,p,p,p,p
3529,p,p,p,p
3530,p,p,e,p
3531,p,p,p,p
3532,e,e,e,e
3533,p,p,p,p
3534,p,p,p,p
3535,e,e,e,e
3536,e,e,e,e
3537,p,e,e,e
3538,e,p,p,p
3539,p,p,p,e
3540,e,e,e,e
3541,p,e,e,e
3542,e,e,e,e
3543,p,p,p,p
3544,e,e,e,e
3545,p,p,p,p
3546,e,e,e,e
3547,p,e,p,e
3548,e,e,e,e
3549,p,e,e,e
3550,p,p,p,p
3551,p,p,p,p
3552,e,e,e,e
3553,e,e,e,e
3554,e,e,e,e
3555,e,e,e,e
3556,e,e,e,e
3557,e,e,e,e
3558,p,p,p,e
3559,p,p,p,p
3560,e,p,p,p
3561,e,e,e,e
3562,p,p,p,p
3563,e,e,e,e
3564,e,e,e,e
3565,e,e,p,e
3566,e,e,e,e
3567,e,e,e,e
3568,e,e,e,e
3569,p,p,p,p
3570,e,e,e,e
3571,p,p,p,p
3572,p,p,p,p
3573,e,e,e,e
3574,p,p,p,p
3575,p,e,e,e
3576,p,p,p,e
3577,e,e,e,e
3578,p,p,p,e
3579,e,e,e,e
3580,e,e,e,e
3581,p,p,p,p
3582,p,p,p,p
3583,e,e,e,e
3584,e,e,p,p
3585,e,e,e,e
3586,e,e,e,e
3587,e,e,e,e
3588,e,e,e,e
3589,e,e,p,e
3590,e,e,e,e
3591,p,e,e,e
3592,p,p,p,e
3593,e,e,e,e
3594,e,e,e,e
3595,e,e,e,e
3596,e,e,e,e
3597,p,p,p,p
3598,e,e,e,e
3599,e,e,e,e
3600,p,p,p,p
3601,e,e,e,e
3602,p,p,p,p
3603,e,e,e,e
3604,e,e,p,e
3605,p,p,p,p
3606,e,e,e,e
3607,e,e,e,e
3608,p,p,p,p
3609,p,p,p,p
3610,p,p,p,p
3611,p,p,p,p
3612,p,p,p,e
3613,e,e,p,p
3614,p,p,p,p
3615,e,e,e,e
3616,p,e,e,e
3617,p,p,e,p
3618,e,e,e,e
3619,e,e,e,e
3620,p,p,p,p
3621,p,p,p,e
3622,e,e,e,e
3623,e,e,e,e
3624,p,p,p,p
3625,e,e,e,e
3626,p,p,p,p
3627,p,e,e,p
3628,p,p,p,p
3629,p,p,p,p
3630,p,p,p,p
3631,p,p,p,p
3632,p,p,p,e
3633,e,e,e,e
3634,p,p,p,p
3635,p,p,p,p
3636,e,e,e,e
3637,e,e,e,e
3638,e,e,e,e
3639,e,e,p,e
3640,p,p,p,p
3641,e,e,e,e
3642,p,e,e,p
3643,p,e,e,p
3644,p,p,p,p
3645,p,p,p,p
3646,e,e,p,e
3647,e,e,e,e
3648,p,p,p,p
3649,p,p,p,p
3650,p,p,p,e
3651,e,e,e,e
3652,p,p,p,e
3653,e,e,e,e
3654,p,p,p,p
3655,p,p,p,p
3656,e,e,e,e
3657,p,p,p,p
3658,p,p,p,p
3659,e,e,e,e
3660,p,p,p,p
3661,e,e,e,e
3662,e,e,e,p
3663,p,p,p,p
3664,e,e,e,e
3665,e,e,p,e
3666,p,p,p,p
3667,p,p,p,e
3668,e,e,e,e
3669,p,p,p,p
3670,e,e,e,e
3671,e,e,e,e
3672,p,p,p,p
3673,p,p,p,p
3674,p,p,p,p
3675,e,e,e,e
3676,e,e,p,e
3677,e,e,e,e
3678,e,e,e,e
3679,e,e,e,e
3680,e,e,e,e
3681,e,e,e,e
3682,p,e,e,p
3683,p,p,p,p
3684,e,e,e,e
3685,e,e,e,e
3686,p,p,p,p
3687,p,p,p,p
3688,p,p,p,p
3689,p,p,p,p
3690,e,e,e,e
3691,p,e,p,p
3692,p,e,e,e
3693,e,e,e,e
3694,p,p,p,p
3695,p,p,p,e
3696,e,e,e,e
3697,p,p,p,p
3698,e,e,e,e
3699,e,e,e,e
3700,e,e,e,e
3701,e,e,p,e
3702,p,p,p,p
3703,e,e,e,e
3704,p,p,p,p
3705,e,e,p,e
3706,e,e,e,e
3707,e,e,p,e
3708,e,e,e,e
3709,p,p,p,p
3710,e,e,e,e
3711,p,p,p,p
3712,p,e,p,p
3713,p,p,p,p
3714,e,e,e,e
3715,p,p,p,e
3716,e,e,e,e
3717,e,e,e,e
3718,e,p,p,p
3719,e,e,p,e
3720,p,p,p,p
3721,e,e,p,e
3722,p,p,p,p
3723,p,p,p,p
3724,e,e,e,e
3725,p,e,e,p
3726,p,p,p,p
3727,p,p,p,p
3728,e,e,e,e
3729,p,p,p,p
3730,p,p,p,p
3731,p,p,p,p
3732,p,e,e,e
3733,p,p,p,p
3734,e,e,e,e
3735,p,p,p,p
3736,e,e,p,e
3737,e,e,p,p
3738,p,p,p,p
3739,e,e,p,e
3740,p,p,p,p
3741,e,e,e,e
3742,p,p,p,p
3743,p,p,p,p
3744,p,p,p,p
3745,p,p,p,p
3746,e,e,e,e
3747,e,e,e,e
3748,e,e,e,e
3749,e,e,e,e
3750,e,e,e,e
3751,e,e,p,e
3752,p,p,p,p
3753,e,e,p,e
3754,e,e,e,e
3755,e,p,p,p
3756,p,p,p,e
3757,e,e,p,e
3758,p,p,p,p
3759,p,e,e,e
3760,e,e,e,e
3761,e,e,e,e
3762,p,p,p,p
3763,p,p,p,p
3764,e,e,e,e
3765,p,p,p,p
3766,p,p,p,p
3767,e,e,e,e
3768,e,p,p,p
3769,e,e,e,e
3770,e,e,e,e
3771,e,e,e,e
3772,e,e,p,e
3773,p,p,p,p
3774,p,p,p,p
3775,p,p,p,p
3776,p,p,p,p
3777,p,e,e,e
3778,e,e,e,e
3779,p,p,p,p
3780,p,e,e,e
3781,p,p,p,p
3782,p,p,p,p
3783,e,e,e,e
3784,e,e,e,e
3785,p,e,e,e
3786,p,p,p,p
3787,p,p,p,p
3788,p,p,e,p
3789,e,e,e,e
3790,e,e,p,e
3791,e,e,e,p
3792,e,e,e,e
3793,e,e,e,e
3794,p,p,p,p
3795,p,p,p,p
3796,e,e,e,e
3797,e,e,p,e
3798,p,p,p,p
3799,e,e,e,e
3800,p,p,p,p
3801,p,e,e,e
3802,e,e,e,e
3803,p,p,p,p
3804,e,e,e,e
3805,p,p,p,p
3806,p,p,p,p
3807,e,e,e,e
3808,p,p,e,p
3809,p,p,p,p
3810,p,e,e,e
3811,e,e,e,e
3812,e,e,e,e
3813,p,p,p,p
3814,e,e,p,e
3815,e,e,p,e
3816,p,p,p,p
3817,e,e,p,e
3818,p,p,p,p
3819,e,e,e,e
3820,e,e,e,e
3821,e,e,e,e
3822,p,p,p,p
3823,e,e,e,e
3824,e,e,p,e
3825,p,p,p,p
3826,e,e,e,e
3827,e,e,e,e
3828,p,p,p,p
3829,e,e,e,e
3830,p,p,p,p
3831,e,e,e,e
3832,e,e,p,e
3833,p,p,p,p
3834,p,p,p,p
3835,p,p,p,p
3836,e,e,e,e
3837,e,e,e,p
3838,e,e,e,e
3839,e,e,p,e
3840,e,e,e,e
3841,p,p,p,p
3842,p,p,p,e
3843,p,p,p,p
3844,e,e,p,e
3845,p,p,p,p
3846,e,e,e,e
3847,e,e,e,e
3848,p,p,p,p
3849,e,e,e,e
3850,e,e,e,e
3851,p,p,p,p
3852,p,p,p,p
3853,p,p,p,p
3854,e,e,e,e
3855,e,e,e,e
3856,e,e,p,e
3857,p,p,p,p
3858,e,e,p,e
3859,e,e,e,e
3860,e,e,p,e
3861,p,p,e,p
3862,e,e,e,e
3863,p,p,p,p
3864,p,p,p,p
3865,e,e,e,e
3866,e,e,e,e
3867,p,p,p,p
3868,e,e,p,p
3869,p,p,p,p
3870,p,p,e,p
3871,e,p,p,p
3872,e,e,e,e
3873,p,p,p,p
3874,p,p,p,p
3875,p,p,p,e
3876,p,p,p,p
3877,e,e,e,e
3878,p,p,p,p
3879,p,e,e,e
3880,e,e,e,e
3881,p,p,p,p
3882,p,p,p,p
3883,p,e,e,e
3884,p,p,p,e
3885,p,p,p,p
3886,p,p,p,p
3887,p,p,p,p
3888,p,p,p,e
3889,e,e,e,e
3890,p,p,p,p
3891,e,e,e,e
3892,p,p,p,p
3893,p,p,p,p
3894,p,p,p,p
3895,p,p,p,p
3896,p,e,e,e
3897,p,p,p,p
3898,p,p,p,p
3899,e,e,e,e
3900,p,e,e,e
3901,p,p,p,p
3902,e,e,e,e
