id,train_or_test,length,Title,Author,date,lang,date-bucket,length-log,the,and,of,to,in,that,a,is,it,be
1408,train,32097,An account of the Islands of Orkney by James Wallace ... ; to which is added an essay concerning the Thule of the ancients.,"Wallace, James, d. 1688.; Sibbald, Robert, Sir, 1641-1722. Essay concerning the Thule of the ancients.",1700,English,1700-1749,10,0.06187494158332554,0.03804093840545845,0.042060005608000745,0.019939558214163315,0.021279247281677415,0.01199489048820762,0.014580801944106925,0.009627067950275726,0.009315512353179425,0.004984889553540829
1409,test,17623,"The second part of Mr. Waller's poems Containing, his alteration of The maids tragedy, and whatever of his is yet unprinted: together with some other poems, speeches, &c. that were printed severally, and never put into the first collection of his poems.","Waller, Edmund, 1606-1687.; Waller, Edmund, 1606-1687. Maid's tragedy. aut",1690,English,1650-1699,9,0.05021846450661068,0.028996198150144696,0.02627248482097259,0.03018782273165749,0.014015774839698122,0.015491119559666346,0.01730692844578108,0.009079044430573682,0.011405549565908188,0.007887419849060886
1410,train,6104,"A sixth letter, concerning the sacred Trinity in answer to a book entitled, Observations on the four letters, &c. / by John Wallis ...","Wallis, John, 1616-1703.",1691,English,1650-1699,8,0.04259501965923984,0.031618610747051114,0.02621231979030144,0.029980340760157275,0.014580602883355177,0.019823066841415465,0.017857142857142856,0.017365661861074706,0.017693315858453473,0.014416775884665793
1411,train,27407,Three sermons concerning the sacred Trinity by John Wallis.,"Wallis, John, 1616-1703.",1691,English,1650-1699,10,0.06848615317254717,0.036523515890101076,0.033239683292589486,0.026744992155288798,0.019301638267595872,0.020286788046849347,0.012624511985988983,0.02393549093297333,0.014448863429050973,0.011821797351041706
1412,test,27407,Three sermons concerning the sacred Trinity by John Wallis.,"Wallis, John, 1616-1703.",1691,English,1650-1699,10,0.06848615317254717,0.036523515890101076,0.033239683292589486,0.026744992155288798,0.019301638267595872,0.020286788046849347,0.012624511985988983,0.02393549093297333,0.014448863429050973,0.011821797351041706
1413,test,19431,"A true narrative and manifest set forth by Sir Robert Walsh knight and Batt. which he is ready all manner of ways to justify as relating unto Plots, designs, troubles and insurrections, which were intended to have been set a foot, toward the subversion of His Most Excellent Majesty's laws and government, not by a private information, or other, but before any court of Justice, discipline ; either in the civil, common, or marshal law and to reply or disanul the printed paper, in part of Edmund Everard and Irish man, who was so long prisoner in the tower : and to make out why he was so detained, nothing relating to the plot but was for his intent to have poisoned the Duke of Monmouth as shall more amply be made out in this manifest.","Walsh, Robert, Sir.",1679,English,1650-1699,9,0.046523596315166484,0.03823786732540785,0.03386341413205702,0.028408213679172456,0.021975194277185937,0.01955637898203901,0.011888219854871082,0.0033966342442488806,0.0058154495393958104,0.006484483557202408
1414,test,20740,"A dialogue concerning women, being a defense of the sex written to Eugenia.","Walsh, William, 1663-1708.; Dryden, John, 1631-1700.",1691,English,1650-1699,9,0.042333654773384764,0.027049180327868853,0.036933461909353905,0.02531340405014465,0.01673095467695275,0.01755062680810029,0.019623915139826423,0.010318225650916104,0.012343297974927676,0.006219864995178399
1415,test,42817,"The young lawyer's recreation being a choice collection of several pleasant cases, passages, and customs in the law for the entertainment as well as profit of the reader.",Philonomus.,1694,English,1650-1699,10,0.059719270383258985,0.037438400635261694,0.02877361795548497,0.024476259429665786,0.019875283181913724,0.012518392227386318,0.031482822243501414,0.014316743349604128,0.013569376649461663,0.012027932830417825
1416,train,9407,"An experimental index of the heart in which (as in a looking-glass) both profane and civil men may see enough, to make them in love with religion, being a most happy and providential conference between two friends (after the ones heart was changed) the which may both provoke and encourage all sorts of sinners to read the same, that (in the least) love themselves : drawn up and published for the good of all / by R. Young ... ; add this as a second part to those three fundamental principles of Christian religion, entitled, A short and sure way to grace and salvation.","Young, Richard.",1658,English,1650-1699,9,0.04422238758371425,0.04167109599234613,0.030934410545338575,0.02880833421919847,0.01509514191559477,0.01807164877219092,0.018815775486339958,0.010736685447007547,0.010311470181779525,0.008716912937174444
1417,train,42605,"Laudensium apostasia: or A dialogue in which is shown, that some divines risen up in our church since the greatness of the late archbishop, are in sundry points of great moment, quite fallen off from the doctrine received in the Church of England. By Henry Hickman fellow of Magd. College Oxon.","Hickman, Henry, d. 1692.",1660,English,1650-1699,10,0.05374955991080859,0.03138129327543716,0.039220748738410985,0.029315808003755425,0.020138481398896842,0.023048937918084732,0.013988968430935335,0.015045182490318037,0.01265109728905058,0.011946954582795447
1418,train,896,"Two speeches spoken by Sir Simonds D'Ewes the first touching the Antiquity of Cambridge lately published by John Thomas, with many ignorant and foolish mistakes which are here rectified : the other concerning the privilege of Parliament in causes civil and criminal.; Speeches. Selections","D'Ewes, Simonds, Sir, 1602-1650.",1641,English,1630-1641,6,0.07924107142857142,0.03459821428571428,0.06361607142857142,0.015625,0.020089285714285712,0.025669642857142856,0.011160714285714284,0.011160714285714284,0.015625,0.015625
1419,test,1886,"The family of David for the sons of the kingdom, with a chronicle unto the redemtion [sic].","Broughton, Hugh, 1549-1612.",1605,English,1600-1629,7,0.09862142099681867,0.05461293743372217,0.0630965005302227,0.01961823966065748,0.02492046659597031,0.007423117709437965,0.01007423117709438,0.009544008483563097,0.002651113467656416,0.007423117709437965
1420,test,1886,"The family of David for the sons of the kingdom, with a chronicle unto the redemtion [sic].","Broughton, Hugh, 1549-1612.",1605,English,1600-1629,7,0.09862142099681867,0.05461293743372217,0.0630965005302227,0.01961823966065748,0.02492046659597031,0.007423117709437965,0.01007423117709438,0.009544008483563097,0.002651113467656416,0.007423117709437965
1421,test,20191,"A declaration of the true causes of the great troubles, presupposed to be intended against the realm of England Wherein the indifferent reader shall manifestly perceive, by whom, and by what means, the realm is brought into these pretented perils. Seen and allowed.","Verstegan, Richard, ca. 1550-1640.",1592,English,1550-1599,9,0.07102174236045763,0.047991679461146054,0.05185478678619187,0.029419048090733493,0.020107968897033333,0.01713634787776732,0.007676687633103858,0.008964390074785795,0.008271011836957061,0.007082363429250656
1422,test,26563,"Nicholas Flammel, his exposition of the hieroglyphicall figures which he caused to be painted upon an arch in St. Innocents Churchyard, in Paris. Together with the secret book of Artephius, and the epistle of John Pontanus: concerning both the theoricke and the practicke of the philosophers stone. Faithfully, and (as the majesty of the thing requires) religiously done into English out of the French and Latin copies. By Eirenaeus Orandus, qui est, vera veris enodans; Figures hierogliphiques. English","Flamel, Nicolas, d. 1418.; Artephius. Liber secretus artis occultae.; Pontanus, Joannes, d. 1572. Epistola de lapide philosophorum.; Orandus, Eirenaeus.",1624,English,1600-1629,10,0.07706207883145728,0.051349621654180624,0.036893423182622447,0.021307834205473778,0.01923728494522456,0.01927493129541091,0.01709144298460264,0.021006663403982984,0.01791966268870233,0.009712758348078153
1423,train,31525,"A brief form of confession instructing all Christian folk how to confess their sins, [and] so to dispose themselves, that they may enjoy the benefit of true pena[n]ce, doing the worthy fruits thereof, according to the use of Christ's Catholic Church. Newly translated into English, and set forth together with certain other godly brief treatises and prayers, as is to be seen in the side following.","More, Thomas, Sir, Saint, 1478-1535. aut; Vives, Juan Luis, 1492-1540. aut; Fowler, John, 1537-1579.; Vaux, Laurence, 1519-1585, attributed name.",1576,English,1550-1599,10,0.03977795400475813,0.056970658207771606,0.03346550356859635,0.03022997620935765,0.024710547184773987,0.018429817605075335,0.006249008723235527,0.010087232355273592,0.006344171292624901,0.008120539254559873
1424,train,6013,"The blessed'st birth that ever was: or, The blessed birth of our Lord and Savior Jesus Christ Preached at the Fleet, the 25. of December: A. Dom. 1627. By Henry Greenvvood preacher of the word of God.","Greenwood, Henry, b. 1544 or 5.",1634,English,1630-1641,8,0.05421586562448029,0.030267753201396973,0.03808415100615333,0.028937302511225678,0.022783968069183435,0.017628471644769664,0.015632795609512723,0.017794777981041076,0.007650091468484949,0.01463495759188425
1425,test,50698,"A most excellent and perfect homish apothecarye or homely physik book, for all the grefes and diseases of the body. Translated out the Almaine speech into English by Ihon Hollybush; Apoteck fur den gemainen Man. English","Brunschwig, Hieronymus, ca. 1450-ca. 1512.; Hollybush, John.",1561,English,1550-1599,10,0.06185648349047299,0.053295988007416466,0.04039607085092114,0.01491183084145331,0.018718687127697343,0.015661367312320013,0.026805791155469643,0.014694859757781372,0.023393427748629136,0.00942837981774429
1426,train,24219,The practice of policy written by Lodowike Lloyd ...,"Lloyd, Lodowick, fl. 1573-1610.",1604,English,1600-1629,10,0.05528717122920021,0.04042280853875056,0.03823444403154548,0.033362236260786986,0.024278459061067754,0.018580453363062056,0.012139229530533877,0.004459308807134894,0.0046244683925843345,0.009042487303356867
1427,test,77751,"The gallant, delectable and pleasant history of Gerileon of England containyng the haughty feats of arms, and knightly provvesse of the same Gerileon, with his loves and other memorable adventures. Composed in the French tongue, by Steven De Maison Neufue Bordelois. And now newly translated into English.; Gerileon d'Angleterre. Part 1. English","Maisonneufve, Estienne de.; Jennings, Miles.",1578,English,1550-1599,11,0.05646229630487068,0.04002520867898805,0.034443286903062344,0.03175521858239765,0.017684660004372934,0.020244112615914907,0.01070082699900966,0.0035240704299623156,0.0062764466051883575,0.004591580815680827
1428,train,20220,"A moral poem, entitled the Legend of Cupid and Psyche. Or Cupid and his mistress As it was lately presented to the Prince Elector. Written by Shackerley Marmion, Gent.; Legend of Cupid and Psiche","Marmion, Shackerley, 1603-1639.",1638,English,1630-1641,9,0.03585558852621167,0.048269040553907024,0.0195351137487636,0.025321463897131552,0.014342235410484669,0.013303659742828882,0.01701285855588526,0.006330365974282888,0.0059841740850642925,0.004352126607319486
1429,test,39781,An epistle of the persecution of Catholics in England Translated ovvt of french into English and conferred withdraw the Latyne copy. by G.T. To which there is added an epistle by the translator to the right honorable lords of her majesty's preeuie council towchynge the same matter.,"Parsons, Robert, 1546-1610.; Briant, Alexander, 1553-1581.",1582,English,1550-1599,10,0.04519745607199417,0.045222593700510294,0.0390890123425756,0.03310625675573766,0.02189487443754556,0.013875970940901436,0.012091199316256504,0.008370830295869887,0.0062341318719991955,0.009853950378321309
1430,train,55916,"A dialoge or co[m]municacion between the curate or ghostly father, & the parochiane or ghostly child, for a due preparacion unto howselynge ; The work for householders w[ith] the golden pystle and alphabete or a crosrowe called an A.B.C.","Whitford, Richard, fl. 1495-1555?",1537,English,1470-1549,10,0.04007797410401316,0.0729844767150726,0.03245940339080049,0.01716861005794406,0.017651477215823736,0.017955504685599828,0.009406967594248515,0.013269904857285929,0.005311538736676443,0.011070176693611846
1431,test,11505,A murmurer,"Breton, Nicholas, 1545?-1626?",1607,English,1600-1629,9,0.05501955671447197,0.03615819209039548,0.035202086049543675,0.021990438939591482,0.017992177314211214,0.011386353759235116,0.027292481529769666,0.01269013472403303,0.01016949152542373,0.019643633202955237
1432,test,5056,"Lord have mercy upon us the world, a sea, a pesthouse, the one full of storms, and dangers, the other full of soars and diseases : the observance from these, (though especially accomodated to the times of this heavy contagion,) fitted for all times : for all men, and all times are sick, of the cause of this sickness : Lord have mercy upon us.",T. B. (Thomas Brewer),1636,English,1630-1641,8,0.07100474683544304,0.046083860759493674,0.0379746835443038,0.02610759493670886,0.021360759493670885,0.02353639240506329,0.013251582278481012,0.016020569620253163,0.012460443037974684,0.005340189873417721
1433,test,55021,"Conscience with the power and cases thereof Divided into V. books. Written by the godly and learned, William Ames, Doctor, and Professor of Divinity, in the famous University of Franeker in Friesland. Translated out of Latin into English, for more public benefit.; De conscientia. Et ejus jure, vel casibus. English.","Ames, William, 1576-1633.",1639,English,1630-1641,10,0.04785445557150906,0.02886170734810345,0.041475073153886696,0.028425510259719015,0.019719743370713,0.01873829992184802,0.018647425528434597,0.026299049453844894,0.01724795986986787,0.014249104887224877
1434,test,819,A warning for all desperate women By the example of Alice Dauis who for killing of her husband was burned in Smithfield the 12 of July 1628. to the terror of all the beholders. To the tune of the Ladies fall.,,1628,English,1600-1629,6,0.03418803418803419,0.047619047619047616,0.019536019536019536,0.042735042735042736,0.01221001221001221,0.015873015873015872,0.020757020757020756,0.001221001221001221,0.002442002442002442,0.004884004884004884
1435,train,260864,"Lectures upon the four first chapters of the prophecy of Hosea Wherein the text is exponded and cleared, and such profitable instructions observed, and applied, as naturally arise out of this holy Scripture, and are fit for these times. By John Downham Bacheler in Divinity, and preacher of Gods word.","Downame, John, d. 1652.",1608,English,1600-1629,12,0.056730710255152104,0.047756685475956816,0.038058145240431794,0.023786340775269872,0.02075410942100098,0.01583967124631992,0.006892480372914621,0.012416431550539744,0.008510181550539744,0.008422013002944062
1436,train,399,"A proclamacion, set forth by the Kings majesty, with the assent and consent of his most dear uncle, Edward Duke of Somerset, Governor of his most royal person, and of his dominions and subjects protector, and others of his highness privy counsel, against false tale tellers preachers without license and such as puts away their wifes and marieth other, during their wifes life's, or such as keeps two wifes at once, the .xxiiii. day of April, in the second year of his majesty's most gracious reign.; Proclamations. 1548-04-24",England and Wales. Sovereign (1547-1553 : Edward VI),1548,English,1470-1549,5,0.05764411027568922,0.07518796992481203,0.020050125313283207,0.03759398496240601,0.017543859649122806,0.022556390977443608,0.010025062656641603,0.005012531328320802,0.0,0.010025062656641603
1437,test,17703,"The letters which Johan Ashwell priour of Newnham Abbey besides Bedforde, sent secretly to the Byshope of Lyncolne in the year of our Lord M.D.xxvii. Where in the said pryour accuses George Joy that time being fellow of Peter college in Cambrydge, of four opinyons: with the answer of the said George un to the same opynyons.","Joye, George, d. 1553.; Ashwell, John, d. 1541?",1548,English,1470-1549,9,0.046771733604473814,0.047788510421962374,0.029655990510083035,0.030898717731457942,0.019431734734225835,0.019149296729367903,0.009772354968084505,0.009885330170027679,0.00864260294865277,0.009602892165169744
1438,train,1704,By the King. A proclamation for reforming sundry inconveniences touching the coins of this realm; Proclamations. 1619-07-31,"England and Wales. Sovereign (1603-1625 : James I); James I, King of England, 1566-1625.",1619,English,1600-1629,7,0.0715962441314554,0.056338028169014086,0.06396713615023475,0.02523474178403756,0.019366197183098594,0.007629107981220657,0.014084507042253521,0.004694835680751174,0.0029342723004694834,0.009389671361502348
1439,train,35902,Certain select prayers gathered out of S. Augustine's meditations which he calls his self talk with God.; De meditatione. English.,"Augustine, Saint, Bishop of Hippo.",1574,English,1550-1599,10,0.042838839061890704,0.04094479416188513,0.038020166007464766,0.020026739457411843,0.014901676786808534,0.01907971700740906,0.00707481477355022,0.014511726366219151,0.009971589326499917,0.011169294189738733
1440,train,17936,"An account of Monsieur De Quesne's late expedition at Chio together with the negotiation of Monsieur Guilleragues, the French ambassador at the port / in a letter written by an officer of the Grand Vizir's to a pacha ; translated into English.","Officer of the Grand Vizir.; Defoe, Daniel, 1661?-1731.",1683,English,1650-1699,9,0.08714317573595005,0.027040588760035685,0.047000446030330066,0.04443577163247101,0.013269402319357717,0.01784121320249777,0.012154326494201607,0.00574264049955397,0.01098349687778769,0.009812667261373774
1441,test,36044,"Gestus Eucharisticvs, or, A discourse concerning the gesture at the receiving of the Holy Eucharist or Sacrament of the Lords Supper by George Ashwell ...","Ashwell, George, 1612-1695.",1663,English,1650-1699,10,0.07277216735101542,0.03626123626678504,0.03834202641216291,0.023887470868937964,0.020003329264232605,0.014759738097880368,0.00987681722339363,0.011763400288536233,0.00921096437687271,0.006048163355898347
1442,train,66166,"The grand debate between the most reverend bishops and the Presbyterian divines appointed by His Sacred Majesty as commissioners for the review and alteration of the Book of common prayer, &c. : being an exact account of their whole proceedings : the most perfect copy.","Baxter, Richard, 1615-1691.; Commission for the Review and Alteration of the Book of Common Prayer.",1661,English,1650-1699,11,0.061904905842880026,0.040156575884895566,0.038342955596529935,0.03281141371701478,0.01812108938125321,0.023879333796814072,0.010594565184535864,0.013677719674757428,0.013964876220415319,0.016639966145754616
1443,test,82744,Experimental notes of the mechanical origin or production of fixtness.,"Boil, Robert, 1627-1691.",1675,English,1650-1699,11,0.05803441941409649,0.029778594218311902,0.050988591317799474,0.03091462825099101,0.016822972058396984,0.023699603596635404,0.0222856037900029,0.009825485835830997,0.017765638596151986,0.016980083148022816
1444,test,108525,"Brutum fulmen, or, The bull of Pope Pius V concerning the damnation, excommunication, and deposition of Q. Elizabeth as also the absolution of her subjects from their oath of allegiance, with a peremptory injunction, upon pain of an anathema, never to obey any of her laws or commands : with some observations and animadversions upon it / by Thomas Lord Bishop of Lincoln ; whereunto is annexed the bull of Pope Paul the Third, containing the damnation, excommunication, &c. of King Henry the Eighth.","Barlow, Thomas, 1607-1691.; Catholic Church. Pope (1566-1572 : Pius V). Regnans in excelsis. English & Latin.; Catholic Church. Pope (1534-1549 : Paul III). Ejus qui immobilis permanens. English & Latin.",1681,English,1650-1699,11,0.041262381939645244,0.05090992858788298,0.02517392305920295,0.018567150426169087,0.019967749366505413,0.018032711356830225,0.008053443906933886,0.009472471780695694,0.010006910850034554,0.006247408431237042
1445,train,35617,"Popery, or, The principles & positions approved by the Church of Rome (when really believed and practiced) are very dangerous to all and to Protestant kings and supreme powers, more especially pernicious, and inconsistent with that loyalty, which (by the law of nature and scripture) is indispensably due to supreme powers, in a letter to a person of honor / by T. Ld Bishop of Lincoln.","Barlow, Thomas, 1607-1691.",1679,English,1650-1699,10,0.0480669343291125,0.0574164022798102,0.028778392340736165,0.021618889855967657,0.01650897043546621,0.016059746750147402,0.008675632422719489,0.011258668613302636,0.009826768116348935,0.007917567453744
1446,train,592,"By the King, a proclamation whereas on Tuesday the sixth of this instant December ... a barbarous and inhumane attempt was made upon the person and life of ... James, Duke of Ormond ...","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1670,English,1650-1699,6,0.04391891891891892,0.05912162162162163,0.057432432432432436,0.02702702702702703,0.015202702702702704,0.006756756756756757,0.013513513513513514,0.0,0.0033783783783783786,0.013513513513513514
1447,train,18475,"A Continuation of the Complete catalogue of stitched books and single sheets, &c. printed since the first discovery of the popish plot, September 1678 from the 1st of January 1679/80 to the 25th of June, 1680 : to this is prefixed some omitted in the last : the continuation is intended by the publisher.",,1680,English,1650-1699,9,0.08606224627875507,0.02294993234100135,0.06565629228687415,0.01959404600811908,0.018728010825439782,0.0017320703653585926,0.041677943166441134,0.0008660351826792963,0.0009201623815967523,0.0012990527740189444
1448,train,656,"The prologue to the last new play, A duke and no duke spoken by Mr. Jevon.","Duffett, Thomas.; Cokain, Aston, Sir, 1608-1684. Duke and no duke.; Tate, Nahum, 1652-1715.; Jevon, Thomas, 1652-1688.; Haines, Joseph, d. 1701.",1684,English,1650-1699,6,0.042682926829268296,0.022865853658536585,0.010670731707317074,0.024390243902439025,0.021341463414634148,0.01524390243902439,0.025914634146341466,0.012195121951219513,0.013719512195121951,0.004573170731707318
1449,test,180989,"The house of weeping, or, Man's last progress to his long home fully represented in several funeral discourses, with many pertinent ejaculations under each head, to remind us of our mortality and fading state / by John Dunton ...","Dunton, John, 1627 or 8-1676.",1682,English,1650-1699,12,0.0521965423313019,0.03411257037720525,0.03577012967638917,0.02825586085342203,0.01668609694511821,0.016923680444667907,0.016768974910077408,0.014520219460851212,0.009834851841824642,0.010879114200310517
1450,test,983,"The Form of the proceeding to the coronation of Their Majesty's King William and Queen Mary, the eleventh day of this instant April, 1689 to be punctually observed by all persons therein concerned.",,1689,English,1650-1699,6,0.10681586978636826,0.029501525940996948,0.08748728382502544,0.011190233977619531,0.06002034587995931,0.0,0.009155645981688708,0.0,0.0,0.003051881993896236
1451,train,4453,"A declaration of His Electoral Highness the Duke of Brandenburgh, concerning the present war with France: directing his subjects and vassals, and all other his dependants, how they are to demean themselves in their trading, negotiation, and all incident occasions during the present war. As also a letter sent from the Imperial Diet at Ratisbon to the thirteen cantons in Switzerland, March 7, 1689. Exhorting them to adhere to His Imperial Majesty, and the princes of the empire, in the present war against France.","Brandenburg (Electorate). Sovereign (1688-1701 : Frederick III); Friedrich Wilhelm, Elector of Brandenburg, 1620-1688. aut; Holy Roman Empire. Reichstag. aut",1689,English,1650-1699,8,0.06737031214911296,0.048955760161688754,0.04626094767572423,0.042667864361104875,0.024477880080844377,0.010105546822366944,0.012126656186840333,0.001796541657309679,0.005614192679092747,0.008982708286548395
1452,train,24922,"Scepsis scientifica, or, Confessed ignorance, the way to science in an essay of The vanity of dogmatizing, and confident opinion : with a reply to the exceptions of the learned Thomas Albius / by Joseph Glanvill ...","Glanvill, Joseph, 1636-1680.",1665,English,1650-1699,10,0.06119091565684937,0.04080731883476447,0.04417783484471551,0.024717117406307682,0.019460717438407833,0.022871358638953537,0.012920311371479015,0.018898964770082658,0.013843190755156087,0.011796806034828666
1453,test,8382,"The Quakers creed concerning the man Christ Jesus transcribed verbatim out of a treatise entitled, The way cast up, lately written by George Keith, a Quaker, with animadversions upon it.","Keith, George, 1639?-1716.; Keith, George, 1639?-1716. Way cast up.; Haworth, William.",1678,English,1650-1699,9,0.077069911715581,0.04092102123598187,0.046647578143641136,0.018730613218802195,0.024815079933190168,0.022429014554998808,0.013719875924600333,0.02290622763063708,0.016821760916249106,0.008589835361488905
1454,test,9378,A trve and brief relation of the bloody battle of Nievport in Flanders found betwixt Prince Mavrice of happy memory and Albert archduke of Austria upon the second of July 1600,"Hexham, Henry, 1585?-1650?",1641,English,1630-1641,9,0.08157389635316699,0.04148005971422478,0.039134143740669654,0.028044359138409043,0.01546171891661335,0.01364896566432075,0.010023459159735551,0.000746427809767541,0.00437193431435274,0.0028790786948176585
1455,train,13284,"A vindication of the late sermon, on--Curse ye Meroz from the idle aspersions cast upon it and its author : with a full and true narrative of many material passages in Mr. Hickeringill's life.","Hickeringill, Edmund, 1631-1708.",1680,English,1650-1699,9,0.05066245106895514,0.04893104486600422,0.029735019572417948,0.02122854561878952,0.01656127672387835,0.0172387834989461,0.020626317374284855,0.013550135501355014,0.010012044564890094,0.009108702198133093
1456,test,11341,"A short answer to a book called The fanatic history published with the approbation of diverse orthodox divines (so called) and dedicated to the king by Richard Blome (against the Quakers) : which being examined and tried, is found to be a packet of old lies, many of which was seven years since presented to the Little Parliament, and since to other parliaments and protectors, which by us was answered and confuted in the year 1653 many other lies and false reports is gathered up since by them, which herein is answered and disproved : and herein also is a short relation of the twelve changes of governments which have bin in this nation in those eight years, under all of which we have suffered and been persecuted for that truth, which we yet stand witnesses for, against all its opposers / Richard Hubberthorne ; James Nayler.","Hubberthorn, Richard, 1628-1662.; Naylor, James, 1617?-1660.",1660,English,1650-1699,9,0.04955471298827264,0.055286129970902036,0.03341856979102372,0.028480733621373776,0.025306410369455957,0.024865532140022926,0.00952296975575346,0.014813508508949828,0.008729388942774006,0.007406754254474914
1457,test,12014,"Ektenesteron, or, The degrees of ardency in Christ's prayer reconciled with his fullness of habitval grace in reply to the author of a book, entitled, A mixture of scholastical divinity with practical / by H. Hammond ...","Hammond, Henry, 1605-1660.",1656,English,1650-1699,9,0.047944065257199936,0.03171300149825204,0.04777759280839022,0.02996504078574996,0.026885300482770103,0.02904944231729649,0.011153654070251373,0.01756284334942567,0.018894622939903447,0.015232229066089563
1458,train,1465,"The Ivry of inqvisition de jvre divino whether by divine right it is lawfvll to inflict punishment upon the offending lordly bishops, yea, or no.",,1641,English,1630-1641,7,0.06075085324232082,0.04436860068259386,0.04641638225255973,0.024573378839590446,0.021843003412969283,0.025938566552901023,0.00477815699658703,0.015699658703071672,0.008873720136518772,0.008873720136518772
1459,train,32076,The present separation self-condemned and proved to be schism as it is exemplified in a sermon preached upon that subject / by Mr. W. Jenkyn ; and is further attested by diverse others of his own persuasion all produced in answer to a letter from a friend.,"Jane, William, 1645-1707.; Jenkyn, William, 1613-1685.; S. R. To his worthy friend H. N.; Brinsley, John, fl. 1581-1624.; H. N.",1678,English,1650-1699,10,0.054776156628008485,0.03526000748222971,0.039686993390697096,0.029679511160992645,0.021791994014216238,0.021791994014216238,0.014590347923681258,0.01748971193415638,0.016616785135303656,0.012376854969447564
1460,test,246186,"Historical antiquities, in two books the first treating in general of Great-Brettain and Ireland : the second containing particular remarks concerning Cheshire / faithfully collected out of authentic histories, old deeds, records, and evidences, by Sir Peter Leycester, Baronet ; whereunto is annexed a transcript of Doomsday-book, so far as it concerns Cheshire, taken out of the original record.","Leycester, Peter, Sir, 1614-1678.",1673,,1650-1699,12,0.041525513229834346,0.04218355227348427,0.05360987221044251,0.013266392077534871,0.022775462455216784,0.004094465160488411,0.007819291105099395,0.0033511247593283125,0.0029205560023721896,0.0019903650085707552
1461,test,13766,"Threnodia, the churches lamentation for the good man his loss delivered in a sermon to the Right Honorable the two Houses of Parliament and the reverend Assembly of Divines at the funeral of that excellent man John Pym, Esquire, late a Member of the Honorable House of Commons : preached in the Abbey-Church of Westminster / by Stephen Marshall ...","Marshall, Stephen, 1594?-1655.",1644,English,1642-1649,9,0.052956559639691994,0.0358855150370478,0.03791951184076711,0.02847595525207032,0.02106639546709284,0.011768124364376,0.013947406654075258,0.009370913845706813,0.009516199331686764,0.010387912247566468
1462,test,30940,"The lawfulnes of the oath of supremacy, and power of the King in ecclesiastical affairs with Queen Elizabeth's admonition, declaring the sense and interpretation of it, confirmed by an act of Parliament, in the 5th year of her reign : together with a vindication of dissenters, proving, that their particular congregations are not inconsistent with the King's supremacy in ecclesiastical affairs : with some account of the nature, constitution, and power of the ecclesiastical courts / by P. Nigh ... ; in the epistle to the reader is inserted King James's vindication and explication of the oath of allegiance.; Lawfulnes of the oath of supremacy and power of the King in ecclesiastical affairs","Nigh, Philip, 1596?-1672.",1683,English,1650-1699,10,0.056948933419521654,0.045054945054945054,0.038752424046541695,0.027052359405300583,0.02676147382029735,0.012540400775694894,0.018584356819650937,0.018713639301874595,0.010924369747899159,0.0118939883645766
1463,train,2520,"Behold you rulers, and hearken proud men and women who have let in the spirit of the world into your hearts, whereby you are lifted up in the earth, hear what truth says","Naylor, James, 1617?-1660.",1660,English,1650-1699,7,0.050793650793650794,0.05873015873015873,0.03611111111111111,0.031746031746031744,0.026587301587301587,0.020634920634920634,0.003968253968253968,0.023412698412698413,0.00992063492063492,0.011111111111111112
1464,train,13840,"Brief directions for true-spelling being an abbreviat of the most useful rules conducible to the promoting that excellent knowledge of writing true English ... : to which is added copies of letters, bills of parcels, bills of exchange, bills of debt, receipts, with pertinent rules as helps thereunto / all prepared and methodiz'd by Henry Preston.","Preston, Henry.",1673,English,1650-1699,9,0.03302023121387283,0.014884393063583816,0.033381502890173415,0.03302023121387283,0.01647398843930636,0.009465317919075145,0.03540462427745665,0.009465317919075145,0.004841040462427746,0.005491329479768787
1465,train,3211,"The famous history of Valentine and Orson being the two only sons of the Emperor of Greece : deciphering their wonderful births, their valiant achievements, their heroical minds, and their noble enterprises : drawn up in a short volume ... / written by Laurence Price.; Valentin et Orson (French romance). English.","L. P. (Laurence Price), fl. 1625-1680?",1673,English,1650-1699,8,0.05979445655559017,0.04733727810650888,0.02958579881656805,0.03643724696356276,0.012457178449081284,0.014948614138897542,0.016505761445032702,0.004048582995951417,0.0037371535347243854,0.007162877608221738
1466,train,12087,"A new discovery of the prelates tyranny in their late prosecutions of Mr. William Pryn, an eminent Lawyer, Dr. John Bastwick, a learned physician and Mr. Henry Burton, a reverent divine wherein the separate and joint proceedings against them in the high commission and Star Chamber their petitions, speeches, cariages at the hearing and execution of their last sentences","Prynne, William, 1600-1669.; Bastwick, John, 1593-1654.; Burton, Henry, 1578-1648.; England and Wales. Parliament. House of Commons.",1641,English,1630-1641,9,0.05890626292711178,0.045834367502275174,0.03532721105319765,0.038140150574997936,0.02308265078183172,0.010424422933730455,0.009514354264912716,0.0042194092827004225,0.009431620749565649,0.008521552080747912
1467,train,10765,"True gain, opened in a sermon preached at Paul's, Nov. 9. 1656 by Edward Reynolds, D.D.","Reynolds, Edward, 1599-1676.",1659,English,1650-1699,9,0.05490013934045518,0.035671156525777986,0.03808639108221087,0.029354389224338133,0.017742684626103112,0.0121690664189503,0.020065025545750115,0.01737111007895959,0.01579191825359963,0.007803065490013934
