id,actual,lr,knn,lda,svm_w,svm,nb,nn,rf
896,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
897,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
898,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
899,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
900,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
901,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
902,MED,MED,MED,MED,MED,MED,MED,MED,MED
903,MED,MED,MED,MED,MED,MED,MED,MED,MED
904,LOW,LOW,MED,LOW,LOW,LOW,HIGH,LOW,LOW
905,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
906,MED,MED,MED,MED,MED,MED,MED,MED,MED
907,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
908,MED,MED,MED,MED,MED,MED,LOW,MED,MED
909,LOW,MED,MED,MED,LOW,MED,MED,LOW,LOW
910,LOW,LOW,LOW,MED,LOW,MED,MED,LOW,LOW
911,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
912,MED,MED,MED,MED,MED,MED,MED,MED,MED
913,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
914,MED,MED,MED,MED,MED,MED,LOW,MED,MED
915,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
916,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
917,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
918,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
919,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
920,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
921,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
922,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
923,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
924,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
926,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
927,MED,MED,MED,MED,MED,MED,MED,MED,MED
928,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
929,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
930,MED,MED,MED,MED,MED,MED,MED,MED,MED
931,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
932,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
933,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
934,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
935,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
936,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
937,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
938,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
939,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
940,MED,MED,MED,MED,MED,MED,LOW,MED,MED
941,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
942,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
943,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
944,MED,MED,MED,MED,MED,MED,LOW,MED,MED
945,MED,MED,MED,MED,LOW,MED,LOW,MED,MED
946,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
947,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
948,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
950,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
951,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
953,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
954,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
955,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
956,MED,MED,MED,MED,MED,MED,MED,MED,MED
957,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
958,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
959,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
960,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
961,MED,MED,LOW,MED,MED,MED,HIGH,MED,MED
963,MED,MED,MED,MED,MED,MED,LOW,MED,MED
964,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
965,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
966,MED,MED,MED,MED,MED,MED,LOW,MED,MED
967,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
968,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
969,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
970,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
971,MED,MED,MED,MED,MED,MED,MED,MED,MED
972,LOW,LOW,MED,MED,LOW,LOW,HIGH,MED,LOW
973,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
974,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
975,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
976,MED,MED,MED,MED,MED,MED,LOW,MED,MED
977,MED,MED,MED,MED,MED,MED,MED,MED,MED
978,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
979,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
980,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
981,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
982,MED,MED,MED,MED,MED,MED,LOW,MED,MED
983,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
984,LOW,LOW,LOW,MED,LOW,LOW,HIGH,MED,LOW
985,MED,MED,MED,MED,MED,MED,LOW,MED,MED
986,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
987,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
988,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
989,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
990,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
991,MED,MED,MED,MED,LOW,MED,HIGH,MED,MED
992,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
993,MED,MED,MED,MED,MED,MED,MED,MED,MED
995,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
996,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
997,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
998,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
999,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1000,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1001,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
1002,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
1003,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1004,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1005,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1006,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1008,HIGH,MED,MED,MED,MED,MED,MED,MED,MED
1009,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1010,MED,MED,MED,MED,MED,MED,MED,MED,MED
1011,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1012,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1013,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1014,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1015,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
1016,MED,MED,MED,MED,MED,MED,MED,MED,MED
1017,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1018,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1019,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1020,LOW,LOW,LOW,MED,LOW,MED,LOW,LOW,LOW
1021,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1022,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1024,MED,MED,MED,MED,LOW,MED,HIGH,MED,MED
1025,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1026,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
1027,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1028,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1029,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1030,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1031,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1032,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1033,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1034,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
1036,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1038,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1039,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1041,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1042,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1043,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1045,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1046,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1047,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1048,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1049,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1050,MED,MED,MED,MED,LOW,MED,HIGH,MED,MED
1051,MED,MED,MED,MED,MED,MED,MED,MED,MED
1052,MED,MED,MED,MED,MED,MED,MED,MED,MED
1053,MED,MED,LOW,MED,MED,MED,HIGH,MED,MED
1054,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1055,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1057,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1058,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1059,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1062,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1063,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1064,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1065,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1066,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1067,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1068,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
1069,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1070,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1073,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1074,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1075,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1076,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1077,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1078,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1079,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1080,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1081,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1082,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1083,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1084,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1085,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1086,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1087,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1088,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1089,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1090,MED,MED,MED,MED,MED,MED,MED,MED,MED
1091,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1092,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1093,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1094,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1095,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1096,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1097,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1098,MED,MED,MED,MED,MED,MED,MED,MED,MED
1100,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1101,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1102,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1103,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1104,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1105,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1106,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1107,LOW,LOW,MED,MED,LOW,MED,LOW,LOW,LOW
1108,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1109,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1110,MED,MED,LOW,MED,MED,MED,HIGH,MED,MED
1111,LOW,LOW,MED,MED,LOW,LOW,LOW,MED,LOW
1112,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1113,MED,MED,MED,MED,MED,MED,MED,MED,MED
1114,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1115,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1116,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1117,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1118,MED,MED,LOW,MED,MED,MED,HIGH,LOW,MED
1119,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1120,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1121,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1122,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1123,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1124,LOW,LOW,MED,MED,LOW,LOW,MED,LOW,LOW
1125,MED,MED,MED,MED,MED,MED,MED,MED,MED
1126,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1127,MED,MED,MED,MED,LOW,MED,LOW,MED,MED
1128,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1129,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1130,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1131,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1132,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1134,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1135,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1137,MED,MED,MED,MED,MED,MED,MED,MED,MED
1138,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1139,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1140,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1141,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1142,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1143,MED,MED,MED,MED,MED,MED,MED,MED,MED
1144,MED,MED,MED,MED,MED,MED,MED,MED,MED
1145,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1146,MED,MED,MED,MED,LOW,MED,LOW,MED,MED
1147,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1148,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1149,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1150,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1151,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1152,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1153,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1154,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1155,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1156,MED,MED,MED,MED,MED,MED,MED,MED,MED
1157,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
1158,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1159,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1160,MED,MED,MED,MED,MED,MED,MED,MED,MED
1161,MED,MED,MED,MED,MED,MED,MED,MED,MED
1162,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1163,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1164,MED,MED,LOW,MED,MED,MED,LOW,MED,MED
1165,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1166,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1167,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1168,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1169,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1170,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1171,MED,MED,MED,MED,MED,MED,MED,MED,MED
1172,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1173,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1174,MED,MED,MED,MED,MED,MED,MED,MED,MED
1176,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1177,MED,MED,MED,MED,MED,MED,MED,MED,MED
1179,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1180,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1181,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1182,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1183,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1184,MED,MED,MED,MED,MED,MED,MED,MED,MED
1185,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1186,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1187,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1188,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1189,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1190,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1191,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1192,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1193,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1194,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1195,MED,MED,MED,MED,MED,MED,MED,MED,MED
1196,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1197,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1198,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1199,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1200,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1201,MED,MED,MED,MED,MED,MED,MED,MED,MED
1202,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1203,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1204,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1205,MED,MED,MED,MED,MED,MED,MED,MED,MED
1206,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1207,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1208,MED,MED,MED,MED,MED,MED,MED,MED,MED
1209,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1210,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1211,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1212,MED,MED,MED,MED,MED,MED,MED,MED,MED
1213,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1214,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1215,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1216,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
1217,HIGH,MED,MED,MED,MED,MED,MED,MED,MED
1218,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1219,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1220,MED,MED,MED,MED,MED,MED,MED,MED,MED
1221,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1222,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1223,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1224,MED,MED,MED,MED,MED,MED,MED,MED,MED
1225,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1227,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1228,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1229,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1230,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1231,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1232,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1233,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1234,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1235,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
1236,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1237,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1238,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1239,LOW,LOW,LOW,MED,LOW,MED,HIGH,LOW,LOW
1240,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1241,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1242,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1243,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1244,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1245,MED,MED,MED,MED,MED,MED,MED,MED,MED
1246,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1247,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1248,MED,MED,MED,MED,MED,MED,MED,MED,MED
1249,MED,MED,MED,MED,LOW,MED,HIGH,MED,MED
1250,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1251,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1252,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1254,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1255,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1256,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1257,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1258,MED,MED,MED,MED,MED,MED,MED,MED,MED
1259,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1260,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1261,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1262,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1263,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1264,MED,MED,MED,MED,MED,MED,MED,MED,MED
1266,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1267,MED,MED,MED,MED,MED,MED,MED,MED,MED
1268,MED,MED,MED,MED,MED,MED,HIGH,LOW,MED
1269,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1270,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1271,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
1272,LOW,LOW,MED,LOW,LOW,LOW,HIGH,LOW,LOW
1273,MED,MED,MED,MED,MED,MED,MED,MED,MED
1274,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1275,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1276,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1277,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1278,MED,MED,MED,MED,MED,MED,MED,MED,MED
1279,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1280,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1281,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1282,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1283,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1284,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1285,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1286,LOW,LOW,LOW,MED,LOW,MED,HIGH,LOW,LOW
1287,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1288,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1289,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1290,MED,MED,MED,MED,MED,MED,MED,MED,MED
1291,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
1292,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1293,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1294,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1295,MED,MED,MED,MED,MED,MED,MED,MED,MED
1296,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1297,LOW,LOW,LOW,MED,LOW,MED,HIGH,LOW,LOW
1298,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
1299,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1300,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1301,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1302,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1303,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1304,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1305,MED,MED,MED,MED,LOW,MED,LOW,MED,MED
1306,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1308,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1309,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1310,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1311,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1312,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
1313,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1314,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1315,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
1316,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1317,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
1318,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
1319,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1320,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1321,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1322,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1323,MED,MED,MED,MED,MED,MED,MED,MED,MED
1324,MED,MED,MED,MED,MED,MED,MED,MED,MED
1325,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1328,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1330,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1332,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
1333,MED,MED,MED,MED,MED,MED,LOW,MED,MED
1334,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
1335,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
1336,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
