id,actual,N (ngrams),C (chi^2),W (worst),R (random),X (random2)
25516,Neither,Neither,Neither,Science,Neither,Neither
25517,Neither,Neither,Neither,Neither,Neither,Neither
25518,Neither,Science,Neither,Play,Neither,Science
25519,Neither,Neither,Neither,Neither,Neither,Neither
25520,Neither,Neither,Neither,Neither,Neither,Play
25521,Neither,Neither,Neither,Science,Neither,Neither
25522,Neither,Science,Science,Play,Neither,Neither
25523,Neither,Neither,Neither,Neither,Neither,Neither
25524,Neither,Neither,Neither,Play,Neither,Science
25525,Neither,Science,Science,Play,Neither,Science
25526,Neither,Neither,Neither,Science,Science,Neither
25527,Neither,Science,Neither,Neither,Neither,Neither
25528,Neither,Neither,Neither,Neither,Neither,Play
25529,Neither,Science,Neither,Play,Neither,Neither
25530,Neither,Play,Science,Play,Play,Play
25531,Neither,Neither,Science,Neither,Neither,Neither
25532,Neither,Neither,Science,Neither,Neither,Neither
25533,Neither,Neither,Neither,Play,Play,Neither
25534,Neither,Neither,Science,Science,Science,Neither
25535,Neither,Neither,Neither,Science,Science,Neither
25536,Neither,Science,Neither,Science,Science,Neither
25537,Neither,Neither,Neither,Play,Neither,Neither
25538,Neither,Neither,Neither,Play,Neither,Science
25539,Neither,Science,Neither,Science,Neither,Neither
25540,Neither,Play,Play,Play,Play,Neither
25541,Neither,Science,Neither,Play,Neither,Neither
25542,Neither,Neither,Neither,Neither,Science,Neither
25543,Neither,Neither,Neither,Neither,Neither,Neither
25544,Neither,Neither,Neither,Neither,Neither,Neither
25545,Neither,Science,Neither,Neither,Science,Neither
25546,Neither,Neither,Science,Science,Science,Neither
25547,Neither,Neither,Science,Science,Science,Neither
25548,Neither,Neither,Neither,Science,Neither,Neither
25549,Neither,Neither,Neither,Neither,Neither,Neither
25550,Neither,Neither,Neither,Science,Science,Neither
25551,Neither,Neither,Neither,Neither,Neither,Neither
25552,Neither,Neither,Neither,Neither,Neither,Neither
25553,Neither,Neither,Neither,Neither,Play,Neither
25554,Neither,Science,Neither,Science,Science,Neither
25555,Neither,Neither,Neither,Neither,Neither,Neither
25556,Science,Science,Science,Science,Science,Science
25557,Neither,Neither,Neither,Science,Neither,Neither
25558,Neither,Neither,Neither,Play,Science,Science
25559,Neither,Neither,Neither,Neither,Neither,Neither
25560,Neither,Neither,Neither,Neither,Neither,Science
25561,Neither,Neither,Neither,Neither,Science,Neither
25562,Neither,Neither,Play,Play,Neither,Science
25563,Neither,Neither,Neither,Neither,Neither,Science
25564,Neither,Neither,Neither,Neither,Neither,Neither
25565,Neither,Science,Neither,Neither,Neither,Neither
25566,Neither,Neither,Neither,Neither,Neither,Neither
25567,Neither,Neither,Neither,Neither,Neither,Neither
25568,Neither,Neither,Neither,Neither,Neither,Neither
25569,Neither,Neither,Neither,Neither,Neither,Science
25570,Neither,Neither,Neither,Neither,Neither,Neither
25571,Neither,Neither,Neither,Neither,Neither,Neither
25572,Neither,Play,Neither,Neither,Neither,Science
25573,Play,Play,Play,Play,Play,Neither
25574,Neither,Neither,Neither,Play,Neither,Neither
25575,Neither,Neither,Science,Science,Play,Neither
25576,Neither,Neither,Neither,Play,Neither,Neither
25577,Neither,Neither,Neither,Play,Neither,Neither
25578,Science,Science,Neither,Science,Science,Science
25579,Science,Science,Science,Science,Science,Science
25580,Science,Science,Science,Science,Science,Science
25581,Science,Science,Science,Science,Science,Science
25582,Science,Science,Science,Science,Science,Science
25583,Science,Science,Science,Science,Science,Science
25584,Neither,Science,Science,Science,Science,Science
25585,Neither,Science,Neither,Science,Science,Science
25586,Neither,Neither,Neither,Science,Neither,Neither
25587,Neither,Science,Neither,Neither,Neither,Science
25588,Neither,Neither,Neither,Neither,Neither,Neither
25589,Neither,Neither,Neither,Science,Play,Neither
25590,Neither,Science,Neither,Neither,Neither,Neither
25591,Neither,Science,Neither,Play,Neither,Neither
25592,Neither,Science,Neither,Play,Neither,Neither
25593,Neither,Science,Neither,Science,Neither,Neither
25594,Neither,Science,Neither,Play,Science,Neither
25595,Neither,Science,Neither,Play,Science,Science
25596,Neither,Science,Neither,Science,Science,Neither
25597,Neither,Science,Science,Play,Science,Neither
25598,Neither,Science,Neither,Play,Neither,Neither
25599,Neither,Neither,Neither,Science,Neither,Neither
25600,Neither,Neither,Neither,Neither,Neither,Play
25601,Neither,Neither,Neither,Science,Neither,Neither
25602,Neither,Neither,Neither,Science,Neither,Neither
25603,Neither,Neither,Science,Neither,Neither,Neither
25604,Neither,Neither,Neither,Play,Neither,Neither
25605,Neither,Play,Science,Science,Science,Neither
25606,Neither,Neither,Neither,Science,Science,Neither
25607,Neither,Neither,Neither,Play,Science,Neither
25608,Neither,Science,Neither,Neither,Science,Neither
25609,Neither,Neither,Neither,Science,Neither,Science
25610,Neither,Science,Neither,Science,Science,Science
25611,Neither,Science,Science,Science,Neither,Neither
25612,Neither,Science,Science,Science,Science,Science
25613,Neither,Science,Neither,Science,Neither,Science
25614,Neither,Play,Science,Science,Play,Play
25615,Neither,Neither,Neither,Play,Neither,Neither
25616,Neither,Neither,Neither,Science,Science,Neither
25617,Neither,Science,Neither,Play,Neither,Science
25618,Neither,Science,Science,Science,Neither,Neither
25619,Neither,Neither,Science,Science,Science,Play
25620,Neither,Science,Neither,Play,Play,Neither
25621,Neither,Neither,Neither,Neither,Neither,Neither
25622,Neither,Neither,Neither,Play,Neither,Neither
25623,Neither,Neither,Neither,Neither,Science,Play
25624,Neither,Neither,Neither,Science,Science,Neither
25625,Neither,Neither,Science,Science,Science,Neither
25626,Neither,Neither,Neither,Science,Science,Science
25627,Neither,Science,Neither,Science,Neither,Neither
25628,Neither,Neither,Neither,Neither,Neither,Neither
25629,Neither,Play,Play,Neither,Neither,Science
25630,Neither,Science,Neither,Science,Play,Neither
25631,Neither,Neither,Neither,Neither,Neither,Play
25632,Neither,Science,Neither,Science,Neither,Science
25633,Neither,Science,Neither,Neither,Neither,Neither
25634,Neither,Science,Neither,Neither,Neither,Play
25635,Neither,Neither,Neither,Neither,Neither,Neither
25636,Neither,Neither,Neither,Neither,Neither,Play
25637,Neither,Neither,Neither,Neither,Neither,Play
25638,Neither,Science,Neither,Neither,Neither,Neither
25639,Neither,Neither,Neither,Neither,Neither,Neither
25640,Neither,Play,Neither,Neither,Neither,Neither
25641,Neither,Neither,Neither,Play,Neither,Neither
25642,Neither,Neither,Neither,Play,Neither,Neither
25643,Neither,Science,Neither,Science,Neither,Neither
25644,Neither,Science,Neither,Science,Play,Neither
25645,Neither,Neither,Neither,Neither,Neither,Neither
25646,Neither,Science,Science,Science,Neither,Neither
25647,Neither,Neither,Neither,Science,Neither,Science
25648,Neither,Neither,Neither,Science,Neither,Play
25649,Neither,Neither,Neither,Neither,Neither,Neither
25650,Neither,Neither,Neither,Neither,Neither,Neither
25651,Neither,Neither,Neither,Neither,Neither,Neither
25652,Neither,Neither,Neither,Neither,Play,Play
25653,Neither,Neither,Neither,Neither,Neither,Neither
25654,Neither,Science,Neither,Play,Neither,Neither
25655,Neither,Science,Neither,Science,Science,Neither
25656,Neither,Science,Neither,Play,Science,Neither
25657,Neither,Neither,Neither,Science,Science,Science
25658,Neither,Science,Science,Play,Science,Science
25659,Neither,Science,Science,Play,Neither,Science
25660,Neither,Neither,Science,Play,Science,Neither
25661,Neither,Science,Science,Play,Science,Neither
25662,Neither,Neither,Science,Science,Science,Neither
25663,Neither,Play,Neither,Science,Play,Science
25664,Neither,Science,Neither,Science,Neither,Neither
25665,Neither,Science,Science,Play,Science,Science
25666,Neither,Science,Neither,Science,Science,Neither
25667,Neither,Science,Neither,Science,Science,Neither
25668,Neither,Neither,Neither,Science,Neither,Neither
25669,Neither,Science,Science,Science,Science,Science
25670,Neither,Science,Science,Science,Science,Science
25671,Science,Science,Science,Science,Science,Science
25672,Neither,Play,Neither,Neither,Neither,Neither
25673,Neither,Neither,Neither,Science,Neither,Science
25674,Neither,Neither,Play,Science,Neither,Neither
25675,Neither,Neither,Science,Neither,Neither,Neither
25676,Neither,Neither,Neither,Science,Neither,Science
25677,Neither,Neither,Neither,Science,Science,Science
25678,Neither,Science,Neither,Science,Science,Neither
25679,Neither,Neither,Neither,Neither,Neither,Neither
25680,Neither,Neither,Neither,Neither,Neither,Neither
25681,Neither,Neither,Neither,Neither,Neither,Neither
25682,Neither,Neither,Neither,Play,Neither,Neither
25683,Neither,Science,Neither,Science,Neither,Neither
25684,Neither,Neither,Neither,Neither,Neither,Neither
25685,Neither,Science,Science,Science,Neither,Science
25686,Neither,Science,Science,Science,Neither,Neither
25687,Neither,Neither,Science,Play,Neither,Science
25688,Neither,Science,Neither,Neither,Neither,Neither
25689,Neither,Neither,Neither,Science,Neither,Neither
25690,Neither,Neither,Neither,Neither,Neither,Neither
25691,Neither,Science,Science,Science,Neither,Neither
25692,Neither,Neither,Neither,Neither,Neither,Neither
25693,Neither,Neither,Neither,Science,Science,Science
25694,Neither,Neither,Neither,Neither,Neither,Neither
25695,Neither,Science,Neither,Science,Play,Neither
25696,Play,Play,Play,Play,Play,Play
25697,Neither,Neither,Neither,Neither,Neither,Neither
25698,Neither,Neither,Neither,Neither,Neither,Neither
25699,Neither,Science,Neither,Neither,Neither,Neither
25700,Neither,Science,Neither,Neither,Science,Science
25701,Neither,Neither,Neither,Neither,Neither,Neither
25702,Neither,Neither,Neither,Play,Neither,Neither
25703,Science,Science,Neither,Science,Science,Science
25704,Neither,Neither,Neither,Neither,Neither,Neither
25705,Neither,Neither,Neither,Neither,Neither,Neither
25706,Neither,Play,Neither,Neither,Neither,Play
25707,Neither,Science,Science,Neither,Neither,Science
25708,Neither,Science,Neither,Science,Science,Science
25709,Neither,Science,Science,Play,Neither,Neither
25710,Neither,Neither,Neither,Neither,Play,Neither
25711,Neither,Neither,Neither,Neither,Neither,Neither
25712,Science,Science,Science,Science,Neither,Science
25713,Neither,Science,Science,Science,Science,Science
25714,Neither,Neither,Neither,Play,Neither,Science
25715,Neither,Neither,Neither,Play,Neither,Neither
25716,Neither,Science,Neither,Neither,Play,Play
25717,Neither,Neither,Neither,Neither,Neither,Neither
25718,Neither,Science,Neither,Neither,Neither,Neither
25719,Neither,Science,Neither,Play,Science,Neither
25720,Neither,Science,Neither,Science,Science,Neither
25721,Neither,Neither,Science,Science,Science,Science
25722,Neither,Science,Science,Play,Science,Neither
25723,Neither,Science,Science,Science,Science,Science
25724,Neither,Neither,Neither,Science,Neither,Neither
25725,Neither,Neither,Neither,Neither,Neither,Neither
25726,Neither,Neither,Neither,Neither,Neither,Neither
25727,Neither,Science,Neither,Neither,Neither,Neither
25728,Neither,Neither,Neither,Neither,Science,Science
25729,Neither,Neither,Neither,Neither,Neither,Neither
25730,Neither,Neither,Neither,Science,Neither,Neither
25731,Neither,Neither,Neither,Neither,Play,Neither
25732,Neither,Science,Neither,Science,Play,Neither
25733,Neither,Neither,Neither,Science,Science,Neither
25734,Neither,Neither,Neither,Science,Neither,Neither
25735,Science,Science,Science,Play,Science,Science
25736,Neither,Neither,Science,Science,Science,Neither
25737,Science,Science,Science,Play,Science,Science
25738,Neither,Science,Neither,Neither,Science,Neither
25739,Neither,Neither,Neither,Science,Science,Neither
25740,Neither,Neither,Neither,Science,Science,Neither
25741,Neither,Science,Neither,Science,Science,Neither
25742,Neither,Neither,Neither,Science,Neither,Neither
25743,Neither,Science,Neither,Science,Science,Neither
25744,Neither,Neither,Neither,Neither,Play,Neither
25745,Neither,Neither,Neither,Neither,Neither,Science
25746,Neither,Science,Neither,Science,Science,Neither
25747,Neither,Science,Science,Science,Neither,Neither
25748,Neither,Science,Neither,Play,Neither,Neither
25749,Neither,Science,Neither,Science,Science,Neither
25750,Neither,Neither,Neither,Play,Science,Neither
25751,Neither,Neither,Neither,Play,Science,Neither
25752,Neither,Science,Neither,Science,Science,Neither
25753,Neither,Science,Neither,Play,Science,Neither
25754,Neither,Science,Neither,Science,Neither,Neither
25755,Neither,Neither,Science,Play,Neither,Neither
25756,Neither,Science,Neither,Science,Science,Neither
25757,Neither,Science,Science,Science,Science,Neither
25758,Neither,Neither,Neither,Play,Neither,Neither
25759,Science,Play,Science,Science,Neither,Science
25760,Neither,Neither,Neither,Science,Neither,Neither
25761,Neither,Play,Neither,Neither,Science,Neither
25762,Neither,Neither,Neither,Neither,Science,Neither
25763,Neither,Play,Neither,Play,Neither,Play
25764,Neither,Science,Neither,Play,Science,Neither
25765,Neither,Neither,Neither,Neither,Neither,Neither
25766,Neither,Neither,Neither,Science,Science,Neither
25767,Neither,Neither,Neither,Science,Neither,Neither
25768,Neither,Science,Neither,Neither,Play,Science
25769,Neither,Science,Neither,Neither,Play,Neither
25770,Neither,Science,Science,Science,Neither,Neither
25771,Neither,Neither,Science,Science,Science,Science
25772,Neither,Neither,Neither,Play,Neither,Neither
25773,Neither,Neither,Neither,Neither,Neither,Neither
25774,Neither,Neither,Neither,Science,Neither,Neither
25775,Neither,Neither,Neither,Neither,Neither,Neither
25776,Neither,Neither,Neither,Science,Neither,Neither
25777,Neither,Neither,Neither,Neither,Neither,Neither
25778,Neither,Neither,Science,Neither,Neither,Neither
25779,Neither,Neither,Neither,Neither,Neither,Neither
25780,Neither,Neither,Neither,Neither,Neither,Neither
25781,Neither,Neither,Neither,Science,Neither,Neither
25782,Neither,Neither,Neither,Science,Neither,Neither
25783,Neither,Neither,Neither,Play,Neither,Neither
25784,Neither,Neither,Neither,Play,Neither,Neither
25785,Neither,Neither,Neither,Neither,Neither,Science
25786,Neither,Neither,Neither,Neither,Neither,Science
25787,Neither,Neither,Neither,Play,Science,Neither
25788,Neither,Neither,Play,Science,Neither,Neither
25789,Neither,Science,Neither,Neither,Neither,Neither
25790,Neither,Neither,Neither,Neither,Neither,Neither
25791,Science,Neither,Neither,Science,Science,Science
25792,Neither,Neither,Neither,Neither,Neither,Neither
25793,Neither,Neither,Science,Play,Neither,Neither
25794,Neither,Neither,Neither,Science,Science,Neither
25795,Neither,Science,Science,Play,Science,Neither
25796,Neither,Neither,Neither,Play,Neither,Neither
25797,Neither,Neither,Neither,Neither,Science,Neither
25798,Neither,Neither,Science,Play,Neither,Science
25799,Neither,Neither,Neither,Science,Science,Neither
25800,Neither,Neither,Neither,Neither,Neither,Neither
25801,Neither,Neither,Neither,Science,Science,Neither
25802,Neither,Neither,Neither,Science,Science,Neither
25803,Neither,Science,Neither,Science,Neither,Neither
25804,Neither,Science,Science,Science,Science,Neither
25805,Neither,Neither,Neither,Science,Neither,Neither
25806,Neither,Neither,Neither,Neither,Neither,Neither
25807,Neither,Neither,Neither,Neither,Neither,Neither
25808,Neither,Science,Neither,Neither,Neither,Neither
25809,Neither,Neither,Neither,Neither,Neither,Play
25810,Neither,Neither,Neither,Science,Neither,Neither
25811,Neither,Neither,Neither,Neither,Neither,Neither
25812,Neither,Neither,Neither,Neither,Neither,Neither
25813,Neither,Science,Neither,Science,Science,Neither
25814,Neither,Neither,Neither,Neither,Neither,Neither
25815,Neither,Neither,Neither,Neither,Neither,Neither
25816,Neither,Neither,Neither,Neither,Neither,Neither
25817,Neither,Neither,Neither,Neither,Neither,Neither
25818,Neither,Neither,Neither,Neither,Neither,Neither
25819,Neither,Science,Neither,Play,Play,Neither
25820,Neither,Science,Neither,Neither,Neither,Science
25821,Neither,Neither,Neither,Neither,Science,Neither
25822,Neither,Neither,Neither,Neither,Science,Neither
25823,Neither,Neither,Neither,Neither,Neither,Neither
25824,Neither,Neither,Neither,Neither,Science,Neither
25825,Neither,Neither,Neither,Science,Science,Science
25826,Neither,Neither,Neither,Neither,Science,Science
25827,Neither,Neither,Neither,Neither,Neither,Science
25828,Neither,Science,Neither,Science,Neither,Neither
25829,Neither,Neither,Neither,Play,Neither,Neither
25830,Neither,Neither,Neither,Neither,Neither,Neither
25831,Neither,Neither,Neither,Science,Neither,Neither
25832,Neither,Neither,Neither,Neither,Neither,Neither
25833,Neither,Neither,Neither,Science,Neither,Neither
25834,Neither,Neither,Neither,Science,Science,Neither
25835,Neither,Science,Neither,Science,Neither,Science
25836,Neither,Neither,Neither,Neither,Science,Science
25837,Neither,Neither,Neither,Science,Neither,Science
25838,Neither,Neither,Neither,Science,Neither,Neither
25839,Neither,Neither,Neither,Play,Science,Science
25840,Neither,Neither,Science,Science,Science,Neither
25841,Neither,Neither,Neither,Play,Neither,Neither
25842,Science,Science,Science,Science,Science,Science
25843,Neither,Neither,Neither,Play,Neither,Neither
25844,Neither,Science,Neither,Play,Neither,Play
25845,Neither,Neither,Neither,Science,Neither,Neither
25846,Neither,Neither,Science,Play,Neither,Neither
25847,Neither,Neither,Science,Play,Neither,Science
25848,Neither,Neither,Play,Play,Play,Neither
25849,Neither,Neither,Neither,Neither,Neither,Neither
25850,Neither,Science,Neither,Play,Neither,Science
25851,Science,Science,Science,Science,Science,Science
25852,Neither,Neither,Neither,Play,Neither,Neither
25853,Neither,Science,Neither,Play,Neither,Science
25854,Neither,Neither,Neither,Neither,Neither,Neither
25855,Neither,Neither,Neither,Science,Science,Science
25856,Neither,Neither,Neither,Neither,Neither,Science
25857,Neither,Science,Neither,Neither,Neither,Science
25858,Neither,Science,Science,Science,Neither,Neither
25859,Neither,Neither,Science,Play,Neither,Neither
25860,Neither,Neither,Neither,Science,Play,Play
25861,Neither,Neither,Neither,Neither,Neither,Science
25862,Neither,Neither,Neither,Science,Science,Neither
25863,Neither,Science,Science,Science,Science,Science
25864,Neither,Neither,Neither,Science,Neither,Neither
25865,Neither,Science,Science,Neither,Neither,Neither
25866,Science,Science,Science,Science,Neither,Science
25867,Neither,Science,Neither,Play,Play,Neither
25868,Neither,Science,Neither,Play,Neither,Neither
25869,Neither,Neither,Neither,Play,Neither,Neither
25870,Neither,Science,Science,Play,Neither,Neither
25871,Neither,Science,Neither,Neither,Neither,Neither
25872,Neither,Science,Science,Play,Neither,Science
25873,Neither,Science,Science,Play,Neither,Neither
25874,Neither,Science,Neither,Play,Neither,Neither
25875,Neither,Play,Science,Science,Neither,Science
25876,Neither,Play,Neither,Neither,Neither,Neither
25877,Science,Science,Neither,Science,Science,Science
25878,Neither,Science,Science,Play,Neither,Neither
25879,Neither,Science,Science,Science,Neither,Neither
25880,Neither,Science,Play,Science,Neither,Neither
25881,Neither,Science,Science,Science,Neither,Neither
25882,Neither,Science,Neither,Neither,Science,Neither
25883,Neither,Neither,Neither,Science,Neither,Neither
25884,Neither,Neither,Neither,Neither,Neither,Play
25885,Neither,Neither,Neither,Neither,Neither,Neither
25886,Neither,Neither,Neither,Neither,Neither,Neither
25887,Neither,Neither,Neither,Science,Neither,Neither
25888,Neither,Neither,Neither,Neither,Neither,Neither
25889,Neither,Neither,Neither,Science,Neither,Neither
25890,Neither,Neither,Neither,Science,Neither,Neither
25891,Neither,Neither,Neither,Neither,Neither,Neither
25892,Neither,Neither,Neither,Neither,Neither,Neither
25893,Neither,Science,Neither,Neither,Neither,Neither
25894,Science,Science,Science,Science,Science,Science
25895,Neither,Neither,Neither,Science,Science,Science
25896,Science,Science,Science,Neither,Science,Neither
25897,Neither,Neither,Science,Play,Science,Neither
25898,Neither,Neither,Neither,Play,Science,Science
25899,Neither,Neither,Neither,Play,Science,Science
25900,Neither,Science,Science,Neither,Science,Neither
25901,Neither,Science,Neither,Science,Science,Science
25902,Play,Play,Play,Play,Play,Play
25903,Neither,Neither,Neither,Science,Neither,Science
25904,Neither,Science,Neither,Science,Neither,Neither
25905,Neither,Science,Neither,Science,Neither,Neither
25906,Neither,Neither,Science,Neither,Neither,Neither
25907,Play,Play,Play,Science,Play,Play
25908,Neither,Science,Neither,Neither,Neither,Neither
25909,Neither,Play,Play,Play,Play,Play
25910,Neither,Science,Neither,Neither,Neither,Neither
25911,Neither,Neither,Neither,Neither,Neither,Science
25912,Neither,Neither,Science,Science,Science,Play
25913,Neither,Neither,Neither,Neither,Neither,Neither
25914,Neither,Neither,Neither,Neither,Neither,Neither
25915,Neither,Neither,Neither,Science,Science,Neither
25916,Neither,Play,Neither,Play,Neither,Science
25917,Neither,Neither,Neither,Neither,Neither,Science
25918,Neither,Neither,Neither,Neither,Play,Neither
25919,Neither,Science,Neither,Neither,Neither,Neither
25920,Neither,Neither,Neither,Neither,Neither,Neither
25921,Neither,Neither,Science,Play,Neither,Neither
25922,Neither,Science,Neither,Neither,Neither,Science
25923,Neither,Neither,Neither,Neither,Neither,Neither
25924,Neither,Science,Neither,Neither,Neither,Play
25925,Neither,Neither,Neither,Neither,Neither,Neither
25926,Neither,Play,Neither,Neither,Science,Neither
25927,Neither,Neither,Neither,Play,Science,Science
25928,Neither,Neither,Neither,Neither,Neither,Neither
25929,Neither,Neither,Neither,Neither,Neither,Science
25930,Neither,Neither,Neither,Neither,Neither,Science
25931,Neither,Play,Science,Neither,Neither,Science
25932,Neither,Neither,Neither,Play,Play,Science
25933,Neither,Science,Neither,Science,Neither,Science
25934,Neither,Neither,Neither,Neither,Neither,Neither
25935,Neither,Science,Neither,Neither,Neither,Neither
25936,Neither,Science,Neither,Play,Neither,Neither
25937,Neither,Play,Neither,Neither,Neither,Play
25938,Neither,Neither,Neither,Science,Science,Neither
25939,Neither,Neither,Neither,Neither,Neither,Neither
25940,Neither,Neither,Science,Neither,Neither,Neither
25941,Neither,Neither,Neither,Science,Neither,Neither
25942,Neither,Neither,Neither,Science,Neither,Neither
25943,Neither,Neither,Neither,Science,Neither,Neither
25944,Neither,Neither,Neither,Play,Science,Neither
25945,Neither,Neither,Neither,Neither,Play,Neither
25946,Neither,Neither,Neither,Neither,Neither,Neither
25947,Neither,Neither,Neither,Neither,Neither,Neither
25948,Neither,Play,Neither,Neither,Neither,Neither
25949,Neither,Neither,Neither,Neither,Neither,Neither
25950,Neither,Neither,Neither,Science,Neither,Neither
25951,Neither,Neither,Neither,Neither,Neither,Neither
25952,Neither,Science,Neither,Neither,Neither,Neither
25953,Neither,Play,Neither,Play,Play,Play
25954,Neither,Neither,Neither,Neither,Neither,Play
25955,Neither,Play,Neither,Neither,Science,Science
25956,Neither,Neither,Science,Science,Neither,Science
25957,Neither,Neither,Neither,Neither,Neither,Neither
25958,Play,Play,Play,Play,Play,Play
25959,Neither,Science,Neither,Science,Neither,Neither
25960,Neither,Neither,Neither,Neither,Neither,Neither
25961,Neither,Neither,Science,Neither,Science,Science
25962,Neither,Neither,Neither,Neither,Neither,Neither
25963,Neither,Play,Neither,Science,Neither,Neither
25964,Neither,Neither,Science,Play,Neither,Neither
25965,Neither,Neither,Neither,Play,Neither,Neither
25966,Neither,Neither,Neither,Neither,Neither,Science
25967,Neither,Neither,Neither,Neither,Neither,Play
25968,Neither,Neither,Neither,Neither,Neither,Play
25969,Neither,Neither,Neither,Neither,Neither,Neither
25970,Neither,Neither,Neither,Neither,Neither,Neither
25971,Neither,Neither,Neither,Neither,Neither,Play
25972,Neither,Neither,Neither,Neither,Neither,Neither
25973,Neither,Neither,Play,Science,Neither,Neither
25974,Neither,Play,Neither,Neither,Science,Neither
25975,Neither,Neither,Neither,Neither,Neither,Neither
25976,Neither,Neither,Neither,Neither,Neither,Neither
25977,Neither,Neither,Neither,Neither,Neither,Neither
25978,Neither,Neither,Neither,Science,Neither,Science
25979,Neither,Neither,Neither,Neither,Neither,Neither
25980,Neither,Neither,Neither,Neither,Neither,Neither
25981,Neither,Neither,Neither,Neither,Neither,Neither
25982,Neither,Neither,Neither,Neither,Play,Neither
25983,Neither,Neither,Neither,Neither,Neither,Neither
25984,Neither,Neither,Neither,Neither,Play,Science
25985,Neither,Neither,Neither,Neither,Neither,Science
25986,Neither,Neither,Neither,Play,Science,Science
25987,Neither,Neither,Neither,Neither,Science,Neither
25988,Neither,Neither,Neither,Neither,Neither,Play
25989,Neither,Neither,Neither,Neither,Neither,Neither
25990,Neither,Neither,Science,Science,Science,Science
25991,Neither,Neither,Neither,Neither,Neither,Neither
25992,Neither,Science,Science,Science,Neither,Science
25993,Neither,Neither,Neither,Neither,Neither,Science
25994,Neither,Neither,Neither,Neither,Neither,Neither
25995,Neither,Neither,Neither,Play,Neither,Neither
25996,Neither,Neither,Neither,Neither,Neither,Neither
25997,Neither,Neither,Neither,Play,Neither,Neither
25998,Neither,Neither,Neither,Science,Neither,Science
25999,Neither,Neither,Neither,Neither,Neither,Neither
26000,Neither,Neither,Science,Science,Neither,Science
26001,Neither,Neither,Neither,Neither,Play,Science
26002,Neither,Neither,Neither,Neither,Neither,Neither
26003,Neither,Neither,Neither,Neither,Neither,Neither
26004,Neither,Neither,Neither,Neither,Neither,Neither
26005,Neither,Neither,Neither,Neither,Neither,Neither
26006,Neither,Neither,Neither,Neither,Neither,Neither
26007,Neither,Neither,Neither,Neither,Neither,Neither
26008,Neither,Neither,Neither,Neither,Neither,Neither
26009,Neither,Neither,Neither,Neither,Neither,Neither
26010,Neither,Neither,Neither,Neither,Neither,Neither
26011,Neither,Neither,Science,Science,Science,Science
26012,Neither,Play,Neither,Neither,Neither,Neither
26013,Neither,Neither,Neither,Science,Neither,Neither
26014,Neither,Science,Neither,Neither,Neither,Neither
26015,Neither,Science,Neither,Neither,Neither,Science
26016,Neither,Neither,Play,Neither,Neither,Neither
26017,Neither,Neither,Neither,Play,Neither,Neither
26018,Neither,Neither,Neither,Neither,Science,Science
26019,Neither,Science,Neither,Play,Neither,Science
26020,Science,Science,Science,Play,Neither,Neither
26021,Science,Science,Science,Science,Science,Science
26022,Neither,Neither,Neither,Play,Neither,Neither
26023,Science,Science,Play,Play,Science,Science
26024,Science,Science,Science,Science,Science,Neither
26025,Neither,Neither,Neither,Play,Neither,Science
26026,Neither,Science,Neither,Play,Science,Science
26027,Science,Science,Science,Play,Science,Science
26028,Science,Science,Science,Science,Science,Science
26029,Science,Science,Science,Science,Science,Science
26030,Play,Play,Play,Play,Play,Play
26031,Neither,Play,Neither,Play,Science,Science
26032,Neither,Neither,Science,Neither,Neither,Science
26033,Neither,Neither,Play,Neither,Neither,Science
26034,Neither,Neither,Science,Play,Science,Science
26035,Neither,Neither,Neither,Neither,Science,Neither
26036,Neither,Neither,Neither,Science,Science,Neither
26037,Neither,Neither,Neither,Science,Science,Neither
26038,Play,Play,Play,Play,Play,Play
26039,Neither,Neither,Neither,Science,Neither,Neither
26040,Neither,Neither,Neither,Science,Science,Science
26041,Neither,Neither,Neither,Neither,Neither,Neither
26042,Neither,Neither,Neither,Science,Play,Science
26043,Neither,Neither,Neither,Play,Neither,Neither
26044,Neither,Neither,Neither,Play,Neither,Neither
26045,Neither,Neither,Neither,Neither,Neither,Neither
26046,Neither,Neither,Neither,Science,Neither,Neither
26047,Neither,Neither,Neither,Play,Neither,Science
26048,Neither,Neither,Science,Science,Neither,Neither
26049,Neither,Science,Neither,Play,Neither,Neither
26050,Neither,Science,Neither,Neither,Science,Science
26051,Neither,Neither,Neither,Science,Neither,Neither
26052,Neither,Science,Neither,Play,Neither,Neither
26053,Neither,Play,Neither,Play,Neither,Play
26054,Neither,Neither,Neither,Neither,Neither,Science
26055,Neither,Neither,Neither,Neither,Neither,Play
26056,Neither,Science,Science,Play,Science,Science
26057,Neither,Neither,Neither,Neither,Neither,Neither
26058,Neither,Neither,Neither,Science,Neither,Neither
26059,Neither,Neither,Neither,Neither,Neither,Neither
26060,Neither,Science,Neither,Science,Neither,Neither
26061,Neither,Neither,Neither,Neither,Neither,Neither
26062,Neither,Neither,Neither,Neither,Neither,Play
26063,Neither,Play,Neither,Neither,Play,Science
26064,Neither,Neither,Neither,Neither,Neither,Neither
26065,Neither,Neither,Neither,Science,Science,Neither
26066,Neither,Neither,Neither,Play,Neither,Play
26067,Neither,Science,Neither,Play,Play,Neither
26068,Neither,Neither,Neither,Neither,Science,Neither
26069,Neither,Science,Science,Science,Science,Neither
26070,Neither,Science,Neither,Neither,Neither,Play
26071,Neither,Neither,Neither,Science,Neither,Neither
